sku_id,sku_name,category,warehouse_id,stock_qty,reorder_point,unit_cost,last_restock_date,turnover_days,is_low_stock
SKU30707,商品-0707,服装,W05,50,29,143.27,2026-03-17,84.4,0
SKU30708,商品-0708,运动,W08,188,31,234.8,2026-02-18,51.8,1
SKU30709,商品-0709,图书,W07,303,98,292.76,2026-02-02,56.7,0
SKU30710,商品-0710,食品,W07,81,87,61.37,2026-04-19,73.8,0
SKU30711,商品-0711,电子,W06,6,50,404.93,2026-04-10,11.7,0
SKU30712,商品-0712,电子,W01,64,30,418.0,2026-04-25,55.5,0
SKU30713,商品-0713,电子,W03,593,49,387.39,2026-02-01,72.6,1
SKU30714,商品-0714,家居,W06,40,83,39.13,2026-01-21,31.4,0
SKU30715,商品-0715,家居,W07,377,22,122.8,2026-01-11,73.7,0
SKU30716,商品-0716,运动,W10,9,87,144.29,2026-04-12,22.2,0
SKU30717,商品-0717,食品,W04,30,94,127.32,2026-03-23,78.7,0
SKU30718,商品-0718,家居,W06,217,28,233.7,2026-04-08,78.8,1
SKU30719,商品-0719,服装,W04,37,22,87.56,2026-03-28,27.0,1
SKU30720,商品-0720,食品,W05,104,71,77.77,2026-04-14,47.5,0
SKU30721,商品-0721,家居,W04,412,42,467.78,2026-04-20,63.2,0
SKU30722,商品-0722,图书,W03,335,39,84.75,2026-02-01,81.2,0
SKU30723,商品-0723,食品,W04,135,55,78.73,2026-01-12,19.4,0
SKU30724,商品-0724,运动,W05,537,58,427.54,2026-04-24,8.4,0
SKU30725,商品-0725,运动,W03,122,98,226.93,2026-01-30,61.9,0
SKU30726,商品-0726,服装,W03,79,24,77.47,2026-03-23,70.4,0
SKU30727,商品-0727,美妆,W02,9,65,82.35,2026-01-22,79.0,0
SKU30728,商品-0728,食品,W02,48,46,495.07,2026-02-02,18.5,1
SKU30729,商品-0729,美妆,W09,115,22,177.84,2026-04-22,83.5,0
SKU30730,商品-0730,母婴,W02,30,67,177.69,2026-02-12,16.9,0
SKU30731,商品-0731,电子,W07,227,58,462.32,2026-01-30,75.9,0
SKU30732,商品-0732,食品,W10,16,99,149.8,2026-02-18,63.9,0
SKU30733,商品-0733,美妆,W08,237,36,59.72,2026-02-08,8.8,0
SKU30734,商品-0734,图书,W10,76,83,213.77,2026-03-24,65.5,0
SKU30735,商品-0735,图书,W09,254,32,364.98,2026-02-28,74.5,0
SKU30736,商品-0736,服装,W06,110,32,381.24,2026-02-27,43.2,0
SKU30737,商品-0737,家居,W01,338,27,41.03,2026-03-14,74.0,0
SKU30738,商品-0738,服装,W03,475,73,471.26,2026-01-07,59.9,0
SKU30739,商品-0739,电子,W05,128,73,181.39,2026-04-03,69.8,1
SKU30740,商品-0740,家居,W07,133,31,161.8,2026-02-01,27.9,0
SKU30741,商品-0741,家居,W05,122,22,227.2,2026-01-11,49.4,0
SKU30742,商品-0742,电子,W03,182,62,148.71,2026-02-27,32.3,0
SKU30743,商品-0743,食品,W07,940,33,77.12,2026-02-10,14.9,0
SKU30744,商品-0744,家居,W01,497,28,206.24,2026-02-01,8.0,0
SKU30745,商品-0745,服装,W01,189,72,164.26,2026-02-15,19.6,0
SKU30746,商品-0746,图书,W04,139,82,478.94,2026-02-27,10.6,0
SKU30747,商品-0747,服装,W02,14,32,390.77,2026-04-07,39.6,1
SKU30748,商品-0748,服装,W06,876,20,414.88,2026-02-21,75.1,0
SKU30749,商品-0749,食品,W08,521,44,482.99,2026-02-06,50.1,0
SKU30750,商品-0750,运动,W02,24,96,107.96,2026-04-07,60.6,0
SKU30751,商品-0751,家居,W05,762,43,26.5,2026-02-20,47.0,0
SKU30752,商品-0752,食品,W02,636,86,482.59,2026-03-30,51.6,0
SKU30753,商品-0753,家居,W02,132,32,496.89,2026-03-14,26.4,0
SKU30754,商品-0754,服装,W10,59,33,58.48,2026-04-17,80.3,0
SKU30755,商品-0755,美妆,W09,228,80,13.43,2026-03-10,18.1,1
SKU30756,商品-0756,食品,W01,78,26,472.07,2026-01-13,10.6,0
SKU30757,商品-0757,美妆,W05,168,62,125.51,2026-02-14,53.3,0
SKU30758,商品-0758,服装,W10,288,41,392.93,2026-01-03,13.8,0
SKU30759,商品-0759,美妆,W10,7,33,318.32,2026-04-17,44.1,0
SKU30760,商品-0760,电子,W09,71,74,259.0,2026-04-13,55.1,1
SKU30761,商品-0761,电子,W02,15,79,168.47,2026-01-21,85.4,0
SKU30762,商品-0762,运动,W02,558,93,374.21,2026-04-19,31.2,0
SKU30763,商品-0763,图书,W10,413,60,435.16,2026-04-05,41.3,0
SKU30764,商品-0764,图书,W01,255,34,242.22,2026-02-02,38.0,0
SKU30765,商品-0765,运动,W05,289,91,439.69,2026-04-06,74.6,0
SKU30766,商品-0766,电子,W05,83,85,304.52,2026-04-29,9.7,0
SKU30767,商品-0767,美妆,W09,222,27,328.61,2026-04-25,89.5,0
SKU30768,商品-0768,图书,W06,143,43,294.6,2026-02-13,34.5,0
SKU30769,商品-0769,电子,W03,348,94,148.71,2026-04-26,73.4,0
SKU30770,商品-0770,图书,W10,158,24,108.66,2026-03-30,52.4,0
SKU30771,商品-0771,服装,W10,83,31,462.29,2026-03-30,48.7,0
SKU30772,商品-0772,服装,W05,292,47,363.0,2026-01-17,46.9,0
SKU30773,商品-0773,服装,W02,307,67,77.33,2026-02-17,62.6,1
SKU30774,商品-0774,运动,W10,784,62,14.19,2026-02-16,15.9,0
SKU30775,商品-0775,服装,W05,179,33,68.89,2026-02-25,28.7,1
SKU30776,商品-0776,家居,W07,630,82,5.29,2026-03-10,9.2,0
SKU30777,商品-0777,电子,W02,133,51,450.48,2026-04-14,28.3,0
SKU30778,商品-0778,母婴,W08,120,95,472.33,2026-02-17,60.9,0
SKU30779,商品-0779,服装,W01,40,20,322.85,2026-02-18,31.1,0
SKU30780,商品-0780,美妆,W06,58,48,300.57,2026-03-02,55.6,0
SKU30781,商品-0781,电子,W04,144,66,407.97,2026-04-18,21.1,1
SKU30782,商品-0782,图书,W08,349,36,13.3,2026-03-04,37.8,0
SKU30783,商品-0783,图书,W09,158,87,323.47,2026-02-22,82.0,0
SKU30784,商品-0784,服装,W10,140,30,98.47,2026-04-22,11.3,0
SKU30785,商品-0785,图书,W01,39,38,88.72,2026-01-19,7.7,0
SKU30786,商品-0786,电子,W07,0,39,112.53,2026-01-31,67.4,0
SKU30787,商品-0787,运动,W08,54,62,484.44,2026-03-18,33.3,0
SKU30788,商品-0788,母婴,W07,139,90,336.75,2026-03-18,59.2,0
SKU30789,商品-0789,电子,W06,213,75,47.62,2026-03-25,28.8,0
SKU30790,商品-0790,运动,W10,945,90,455.43,2026-01-16,25.7,0
SKU30791,商品-0791,母婴,W09,65,58,414.33,2026-02-22,53.2,0
SKU30792,商品-0792,美妆,W05,90,79,56.75,2026-04-02,42.9,0
SKU30793,商品-0793,母婴,W06,493,94,224.31,2026-02-25,46.8,0
SKU30794,商品-0794,美妆,W02,437,63,272.43,2026-01-19,56.0,0
SKU30795,商品-0795,美妆,W05,141,77,119.6,2026-02-28,82.9,0
SKU30796,商品-0796,母婴,W03,198,80,213.39,2026-03-07,42.4,0
SKU30797,商品-0797,家居,W10,339,84,42.45,2026-04-28,54.7,0
SKU30798,商品-0798,电子,W04,213,24,498.07,2026-01-08,74.5,0
SKU30799,商品-0799,美妆,W04,216,44,48.26,2026-02-23,51.0,0
SKU30800,商品-0800,母婴,W01,2,36,386.67,2026-04-06,18.5,0
SKU30801,商品-0801,图书,W08,445,29,257.35,2026-02-17,57.3,0
SKU30802,商品-0802,图书,W10,427,75,75.08,2026-02-01,87.7,0
SKU30803,商品-0803,运动,W08,142,62,389.88,2026-02-05,64.5,1
SKU30804,商品-0804,家居,W01,16,35,393.67,2026-04-05,22.9,0
SKU30805,商品-0805,运动,W10,182,42,394.6,2026-04-27,25.7,0
SKU30806,商品-0806,家居,W10,84,28,284.59,2026-03-12,34.2,0
SKU30807,商品-0807,食品,W06,123,61,90.44,2026-01-09,16.6,0
SKU30808,商品-0808,服装,W01,183,52,419.51,2026-04-22,61.3,0
SKU30809,商品-0809,母婴,W10,126,86,321.74,2026-01-31,32.3,0
SKU30810,商品-0810,图书,W06,845,63,6.79,2026-02-26,49.9,0
SKU30811,商品-0811,家居,W04,209,29,98.66,2026-01-02,70.3,0
SKU30812,商品-0812,电子,W06,62,98,433.65,2026-03-10,88.3,0
SKU30813,商品-0813,食品,W09,14,20,427.78,2026-04-21,70.9,0
SKU30814,商品-0814,母婴,W08,56,23,220.45,2026-02-07,40.9,0
SKU30815,商品-0815,服装,W09,77,83,139.51,2026-04-23,8.2,0
SKU30816,商品-0816,运动,W01,145,31,117.66,2026-04-12,21.5,1
SKU30817,商品-0817,图书,W01,161,95,336.04,2026-02-25,68.3,1
SKU30818,商品-0818,服装,W02,28,38,289.79,2026-01-15,52.8,0
SKU30819,商品-0819,图书,W06,118,82,24.4,2026-03-16,68.5,0
SKU30820,商品-0820,服装,W05,122,43,394.91,2026-03-25,12.5,0
SKU30821,商品-0821,图书,W01,679,90,356.44,2026-04-19,24.5,0
SKU30822,商品-0822,电子,W04,132,87,411.75,2026-03-11,85.2,1
SKU30823,商品-0823,服装,W06,129,46,123.12,2026-03-07,32.6,0
SKU30824,商品-0824,美妆,W05,56,90,441.99,2026-04-03,39.1,0
SKU30825,商品-0825,图书,W04,309,33,393.56,2026-02-18,54.9,0
SKU30826,商品-0826,运动,W04,808,70,37.73,2026-02-14,60.9,0
SKU30827,商品-0827,服装,W09,912,64,182.64,2026-04-17,72.4,0
SKU30828,商品-0828,食品,W09,202,64,404.37,2026-01-28,44.8,0
SKU30829,商品-0829,运动,W09,593,28,273.01,2026-02-12,72.3,0
SKU30830,商品-0830,食品,W04,45,30,212.58,2026-02-20,9.8,0
SKU30831,商品-0831,美妆,W06,91,79,55.41,2026-01-05,50.8,0
SKU30832,商品-0832,母婴,W04,107,72,227.08,2026-02-01,28.4,0
SKU30833,商品-0833,运动,W09,48,48,350.56,2026-03-20,86.2,0
SKU30834,商品-0834,服装,W10,86,70,281.01,2026-01-09,81.3,0
SKU30835,商品-0835,运动,W05,215,57,431.11,2026-02-18,82.2,0
SKU30836,商品-0836,服装,W05,46,52,231.01,2026-04-16,65.8,0
SKU30837,商品-0837,母婴,W02,416,45,399.53,2026-02-04,89.1,0
SKU30838,商品-0838,家居,W05,49,43,380.03,2026-03-11,86.8,1
SKU30839,商品-0839,母婴,W07,255,55,331.89,2026-04-05,18.8,1
SKU30840,商品-0840,服装,W10,103,76,338.17,2026-01-20,65.3,0
SKU30841,商品-0841,美妆,W04,186,99,182.63,2026-01-03,63.1,0
SKU30842,商品-0842,运动,W05,403,96,318.57,2026-02-17,45.5,0
SKU30843,商品-0843,美妆,W02,190,92,405.18,2026-04-25,85.3,1
SKU30844,商品-0844,家居,W09,185,37,303.08,2026-02-14,15.0,0
SKU30845,商品-0845,美妆,W05,436,85,43.71,2026-04-17,32.5,0
SKU30846,商品-0846,食品,W04,22,78,172.51,2026-04-07,7.0,0
SKU30847,商品-0847,运动,W04,222,61,180.75,2026-01-18,20.7,0
SKU30848,商品-0848,母婴,W09,28,37,335.94,2026-02-07,73.8,0
SKU30849,商品-0849,电子,W07,83,79,250.88,2026-04-11,42.9,0
SKU30850,商品-0850,食品,W05,2,73,456.3,2026-03-05,27.2,0
SKU30851,商品-0851,运动,W06,39,68,397.43,2026-01-24,74.8,1
SKU30852,商品-0852,母婴,W02,546,55,467.28,2026-02-26,20.7,0
SKU30853,商品-0853,食品,W09,511,76,63.18,2026-01-24,66.3,0
SKU30854,商品-0854,电子,W03,136,23,236.82,2026-01-07,88.5,0
SKU30855,商品-0855,运动,W09,2,43,90.57,2026-03-20,41.0,0
SKU30856,商品-0856,母婴,W02,338,47,198.97,2026-03-22,32.0,0
SKU30857,商品-0857,家居,W07,243,75,306.5,2026-01-02,50.0,0
SKU30858,商品-0858,电子,W01,202,50,404.55,2026-04-15,67.8,0
SKU30859,商品-0859,运动,W02,109,95,400.67,2026-04-17,77.6,0
SKU30860,商品-0860,电子,W05,5,44,409.91,2026-04-06,82.5,1
SKU30861,商品-0861,家居,W09,58,61,66.45,2026-02-03,42.1,0
SKU30862,商品-0862,美妆,W03,78,26,142.29,2026-01-22,19.0,0
SKU30863,商品-0863,服装,W01,39,96,104.76,2026-04-25,85.6,0
SKU30864,商品-0864,图书,W05,224,59,226.96,2026-01-29,57.8,0
SKU30865,商品-0865,电子,W10,146,57,406.69,2026-03-20,57.8,0
SKU30866,商品-0866,食品,W10,21,63,254.71,2026-04-18,36.4,0
SKU30867,商品-0867,电子,W03,219,45,458.45,2026-03-01,64.4,0
SKU30868,商品-0868,美妆,W09,86,99,54.71,2026-04-26,76.2,1
SKU30869,商品-0869,运动,W09,296,44,378.28,2026-04-12,52.6,0
SKU30870,商品-0870,食品,W10,203,26,414.6,2026-01-29,11.4,0
SKU30871,商品-0871,食品,W09,58,33,411.44,2026-04-28,88.2,0
SKU30872,商品-0872,食品,W02,74,51,329.74,2026-01-23,47.8,0
SKU30873,商品-0873,图书,W01,30,48,49.28,2026-02-08,11.7,0
SKU30874,商品-0874,母婴,W03,399,70,379.01,2026-05-01,52.4,0
SKU30875,商品-0875,家居,W05,60,93,184.54,2026-01-01,75.4,0
SKU30876,商品-0876,服装,W07,81,44,341.69,2026-02-01,54.3,0
SKU30877,商品-0877,运动,W04,120,61,473.79,2026-03-28,38.1,0
SKU30878,商品-0878,电子,W04,1145,79,115.79,2026-03-01,65.4,0
SKU30879,商品-0879,电子,W10,46,64,43.75,2026-03-17,39.3,1
SKU30880,商品-0880,图书,W09,131,74,14.95,2026-01-27,35.1,0
SKU30881,商品-0881,服装,W06,12,21,95.34,2026-04-24,85.2,0
SKU30882,商品-0882,家居,W02,247,90,175.78,2026-03-12,87.6,0
SKU30883,商品-0883,食品,W07,98,80,20.87,2026-02-01,13.4,0
SKU30884,商品-0884,服装,W04,538,67,334.16,2026-03-19,66.1,0
SKU30885,商品-0885,母婴,W08,3,44,448.38,2026-01-04,57.9,0
SKU30886,商品-0886,服装,W06,7,68,213.01,2026-02-07,11.9,0
SKU30887,商品-0887,食品,W10,124,45,169.46,2026-02-21,84.2,0
SKU30888,商品-0888,电子,W03,429,45,411.56,2026-02-22,33.8,0
SKU30889,商品-0889,母婴,W05,18,58,263.43,2026-01-20,74.7,0
SKU30890,商品-0890,母婴,W07,76,79,323.29,2026-04-12,22.5,1
SKU30891,商品-0891,运动,W06,77,77,280.22,2026-04-04,11.9,0
SKU30892,商品-0892,电子,W07,64,91,270.54,2026-04-08,53.7,0
SKU30893,商品-0893,家居,W02,147,56,312.44,2026-02-01,52.8,0
SKU30894,商品-0894,美妆,W03,431,50,479.4,2026-03-02,7.5,0
SKU30895,商品-0895,图书,W10,396,31,209.12,2026-04-12,89.8,0
SKU30896,商品-0896,运动,W04,116,97,373.86,2026-04-23,47.0,0
SKU30897,商品-0897,母婴,W08,153,47,145.78,2026-02-03,68.3,0
SKU30898,商品-0898,食品,W07,107,90,360.21,2026-01-14,39.1,0
SKU30899,商品-0899,美妆,W07,212,28,406.23,2026-03-25,13.2,0
SKU30900,商品-0900,服装,W01,14,91,349.63,2026-02-03,58.2,0
SKU30901,商品-0901,美妆,W04,455,84,112.31,2026-01-06,35.8,0
SKU30902,商品-0902,电子,W05,512,52,284.26,2026-04-26,42.7,1
SKU30903,商品-0903,食品,W01,96,81,267.2,2026-01-07,55.9,0
SKU30904,商品-0904,电子,W09,218,56,26.86,2026-01-15,28.6,1
SKU30905,商品-0905,图书,W02,2,96,252.56,2026-03-15,83.2,0
SKU30906,商品-0906,食品,W08,247,84,213.02,2026-01-13,80.6,0
SKU30907,商品-0907,运动,W05,38,30,449.52,2026-03-20,42.7,0
SKU30908,商品-0908,图书,W06,250,38,320.96,2026-02-27,27.9,0
SKU30909,商品-0909,母婴,W08,301,20,314.75,2026-03-27,44.1,0
SKU30910,商品-0910,食品,W10,522,97,67.39,2026-03-22,19.2,0
SKU30911,商品-0911,图书,W10,416,51,266.22,2026-01-28,34.4,0
SKU30912,商品-0912,服装,W04,102,91,152.66,2026-01-31,22.0,0
SKU30913,商品-0913,家居,W02,295,89,201.15,2026-03-12,39.1,0
SKU30914,商品-0914,食品,W08,17,31,497.98,2026-03-31,70.7,0
SKU30915,商品-0915,运动,W04,26,93,6.82,2026-01-18,28.0,0
SKU30916,商品-0916,服装,W08,484,84,159.41,2026-03-13,54.7,0
SKU30917,商品-0917,运动,W05,324,69,401.39,2026-02-09,23.5,0
SKU30918,商品-0918,电子,W10,23,35,464.57,2026-01-01,38.4,0
SKU30919,商品-0919,母婴,W07,349,93,136.37,2026-04-25,81.4,0
SKU30920,商品-0920,食品,W06,82,61,121.58,2026-01-28,77.6,0
SKU30921,商品-0921,食品,W04,555,35,189.19,2026-03-08,23.4,1
SKU30922,商品-0922,食品,W05,359,37,21.93,2026-01-30,28.5,0
SKU30923,商品-0923,电子,W06,344,34,475.29,2026-02-12,66.5,0
SKU30924,商品-0924,母婴,W02,38,77,327.04,2026-01-10,87.2,0
SKU30925,商品-0925,服装,W10,10,85,164.4,2026-02-02,59.9,1
SKU30926,商品-0926,母婴,W06,82,21,234.75,2026-04-15,78.6,1
SKU30927,商品-0927,图书,W08,255,87,57.71,2026-04-02,71.1,0
SKU30928,商品-0928,图书,W04,208,97,430.38,2026-01-29,19.5,0
SKU30929,商品-0929,运动,W03,522,36,241.15,2026-01-12,44.3,0
SKU30930,商品-0930,食品,W01,309,50,414.93,2026-01-21,82.1,0
SKU30931,商品-0931,图书,W05,371,58,240.68,2026-02-01,19.6,0
SKU30932,商品-0932,美妆,W05,74,47,406.55,2026-04-17,51.0,0
SKU30933,商品-0933,美妆,W01,8,87,415.63,2026-01-27,59.5,0
SKU30934,商品-0934,美妆,W03,6,69,469.95,2026-02-12,33.4,0
SKU30935,商品-0935,服装,W09,392,37,128.81,2026-02-07,50.5,0
SKU30936,商品-0936,运动,W06,351,26,225.42,2026-02-10,39.8,0
SKU30937,商品-0937,家居,W10,342,26,107.76,2026-03-11,20.2,1
SKU30938,商品-0938,食品,W09,393,91,65.31,2026-02-24,60.5,0
SKU30939,商品-0939,图书,W02,443,96,365.79,2026-01-24,20.1,1
SKU30940,商品-0940,家居,W09,169,41,306.59,2026-04-11,47.0,0
SKU30941,商品-0941,美妆,W08,52,80,252.6,2026-03-25,55.8,0
SKU30942,商品-0942,服装,W07,84,50,88.92,2026-01-11,63.9,0
SKU30943,商品-0943,家居,W07,110,24,350.06,2026-02-26,55.2,0
SKU30944,商品-0944,图书,W07,19,97,143.21,2026-03-03,45.3,1
SKU30945,商品-0945,食品,W04,57,71,435.8,2026-04-09,71.1,1
SKU30946,商品-0946,服装,W06,70,58,125.1,2026-03-13,42.7,0
SKU30947,商品-0947,服装,W01,56,53,144.54,2026-02-19,29.5,0
SKU30948,商品-0948,母婴,W10,628,86,308.77,2026-04-01,86.2,0
SKU30949,商品-0949,服装,W06,297,56,188.29,2026-04-23,52.3,0
SKU30950,商品-0950,运动,W01,475,61,332.3,2026-02-16,54.5,0
SKU30951,商品-0951,电子,W06,54,43,310.48,2026-04-13,14.8,1
SKU30952,商品-0952,美妆,W02,396,20,228.67,2026-01-05,14.4,0
SKU30953,商品-0953,运动,W02,40,62,15.43,2026-03-08,73.7,0
SKU30954,商品-0954,图书,W05,121,51,387.6,2026-01-16,21.2,0
SKU30955,商品-0955,图书,W03,158,84,424.35,2026-02-27,62.7,0
SKU30956,商品-0956,电子,W04,173,73,186.83,2026-04-15,23.3,0
SKU30957,商品-0957,图书,W01,32,95,71.05,2026-04-22,41.6,0
SKU30958,商品-0958,食品,W01,445,28,350.13,2026-01-14,41.0,1
SKU30959,商品-0959,母婴,W04,312,94,398.56,2026-01-27,39.4,0
SKU30960,商品-0960,服装,W03,76,77,56.81,2026-01-17,49.7,0
SKU30961,商品-0961,运动,W01,72,73,49.44,2026-04-08,46.8,0
SKU30962,商品-0962,美妆,W10,76,27,319.75,2026-03-25,66.9,1
SKU30963,商品-0963,图书,W02,134,91,237.91,2026-04-04,65.7,0
SKU30964,商品-0964,食品,W10,236,30,14.79,2026-01-20,66.5,0
SKU30965,商品-0965,家居,W02,145,44,362.3,2026-04-20,22.3,0
SKU30966,商品-0966,母婴,W06,150,21,230.94,2026-04-30,73.1,0
SKU30967,商品-0967,运动,W03,25,52,14.36,2026-04-10,18.8,0
SKU30968,商品-0968,食品,W09,102,65,273.3,2026-02-06,38.5,0
SKU30969,商品-0969,运动,W05,73,41,176.42,2026-01-05,88.5,0
SKU30970,商品-0970,母婴,W01,288,76,94.95,2026-03-12,17.7,1
SKU30971,商品-0971,食品,W09,1366,39,454.39,2026-03-23,84.9,0
SKU30972,商品-0972,家居,W03,87,75,208.47,2026-03-09,82.6,0
SKU30973,商品-0973,美妆,W08,115,68,377.12,2026-03-22,64.0,1
SKU30974,商品-0974,食品,W10,395,21,442.53,2026-01-29,22.3,0
SKU30975,商品-0975,美妆,W03,229,61,483.69,2026-03-30,37.0,0
SKU30976,商品-0976,运动,W02,1109,50,464.54,2026-02-01,7.4,0
SKU30977,商品-0977,电子,W06,103,88,459.53,2026-02-21,69.3,0
SKU30978,商品-0978,家居,W02,1,76,453.77,2026-02-17,51.7,0
SKU30979,商品-0979,美妆,W08,94,64,336.09,2026-03-11,83.4,0
SKU30980,商品-0980,运动,W08,409,87,284.61,2026-04-30,9.9,0
SKU30981,商品-0981,家居,W04,33,57,61.32,2026-03-20,7.9,1
SKU30982,商品-0982,家居,W08,195,72,175.44,2026-02-02,83.8,0
SKU30983,商品-0983,服装,W01,9,25,136.48,2026-04-19,16.5,0
SKU30984,商品-0984,服装,W05,196,73,59.86,2026-02-15,14.2,1
SKU30985,商品-0985,运动,W03,0,55,112.85,2026-02-07,85.4,0
SKU30986,商品-0986,美妆,W10,174,69,365.58,2026-01-09,14.7,0
SKU30987,商品-0987,服装,W03,42,82,105.74,2026-04-29,83.8,0
SKU30988,商品-0988,母婴,W03,265,78,350.98,2026-01-07,22.0,0
SKU30989,商品-0989,电子,W04,79,38,196.5,2026-03-17,86.6,0
SKU30990,商品-0990,电子,W03,297,66,20.46,2026-03-21,64.1,0
SKU30991,商品-0991,食品,W04,34,92,126.76,2026-01-05,57.7,0
SKU30992,商品-0992,电子,W07,51,75,145.75,2026-02-10,59.6,0
SKU30993,商品-0993,电子,W04,38,96,326.49,2026-02-21,84.5,0
SKU30994,商品-0994,图书,W05,673,40,320.08,2026-03-30,15.8,0
SKU30995,商品-0995,美妆,W07,7,45,204.65,2026-02-20,77.4,0
SKU30996,商品-0996,电子,W01,46,24,454.45,2026-02-22,76.4,0
SKU30997,商品-0997,运动,W03,279,98,34.66,2026-03-24,16.4,0
SKU30998,商品-0998,家居,W02,153,91,221.46,2026-01-27,13.8,0
SKU30999,商品-0999,电子,W05,101,41,107.12,2026-04-14,20.7,0
