ticket_id,customer_id,category,priority,channel,created_at,resolved_at,sla_hours,resolution_time_hours,sla_met,escalated,csat_score,agent_id
T501004,C1523,咨询,P2,在线,2026-03-24 07:00:00,2026-03-24 12:28:17,8,5.47,1,0,4,A150
T501005,C2282,投诉,P3,热线,2026-02-14 16:00:00,2026-02-15 02:16:53,24,10.28,1,0,4,A258
T501006,C3723,业务变更,P2,邮件,2026-03-13 21:00:00,2026-03-13 23:27:43,8,2.46,1,0,5,A244
T501007,C2476,咨询,P3,在线,2026-02-18 03:00:00,2026-02-18 15:22:17,24,12.37,1,0,5,A277
T501008,C1921,故障申报,P4,邮件,2026-04-21 10:00:00,2026-04-21 22:17:47,72,12.3,1,0,4,A194
T501009,C3223,故障申报,P4,热线,2026-03-26 07:00:00,2026-03-27 00:36:53,72,17.61,1,0,5,A138
T501010,C3554,故障申报,P4,App,2026-04-17 23:00:00,2026-04-21 04:12:30,72,77.21,0,0,4,A132
T501011,C1869,其他,P2,热线,2026-02-01 10:00:00,2026-02-01 16:06:43,8,6.11,1,0,4,A183
T501012,C3276,退订,P2,邮件,2026-02-17 01:00:00,2026-02-17 02:15:24,8,1.26,1,0,4,A221
T501013,C3843,业务变更,P3,热线,2026-01-15 11:00:00,2026-01-16 14:56:37,24,27.94,0,0,4,A150
T501014,C3367,其他,P3,在线,2026-04-20 07:00:00,2026-04-20 11:32:59,24,4.55,1,0,5,A163
T501015,C3396,业务变更,P1,热线,2026-02-02 04:00:00,2026-02-02 04:30:00,4,0.5,1,0,4,A204
T501016,C3727,故障申报,P1,邮件,2026-01-26 21:00:00,2026-01-26 21:30:00,4,0.5,1,0,5,A266
T501017,C1380,故障申报,P1,App,2026-01-08 10:00:00,2026-01-08 12:29:20,4,2.49,1,0,3,A285
T501018,C2377,咨询,P2,在线,2026-04-23 16:00:00,2026-04-23 16:30:00,8,0.5,1,0,4,A167
T501019,C1743,业务变更,P4,邮件,2026-02-04 11:00:00,2026-02-09 12:49:25,72,121.82,0,0,5,A110
T501020,C3791,投诉,P1,App,2026-04-21 16:00:00,2026-04-21 17:12:43,4,1.21,1,0,5,A232
T501021,C1569,退订,P3,热线,2026-02-11 00:00:00,2026-02-12 03:16:26,24,27.27,0,0,5,A247
T501022,C3308,其他,P3,热线,2026-01-10 10:00:00,2026-01-10 12:08:45,24,2.15,1,0,3,A226
T501023,C1527,故障申报,P2,在线,2026-02-24 13:00:00,2026-02-24 15:30:37,8,2.51,1,0,3,A119
T501024,C1310,故障申报,P1,热线,2026-03-16 16:00:00,2026-03-16 18:24:01,4,2.4,1,0,4,A112
T501025,C3905,退订,P1,邮件,2026-04-23 16:00:00,2026-04-23 17:28:11,4,1.47,1,0,4,A215
T501026,C3145,故障申报,P4,热线,2026-04-21 18:00:00,2026-04-23 05:57:00,72,35.95,1,0,4,A169
T501027,C3297,业务变更,P3,在线,2026-04-27 18:00:00,2026-04-28 05:45:22,24,11.76,1,0,5,A165
T501028,C2873,业务变更,P1,在线,2026-03-23 17:00:00,2026-03-23 20:34:05,4,3.57,1,0,5,A122
T501029,C1436,退订,P2,热线,2026-01-14 00:00:00,2026-01-14 07:17:07,8,7.29,1,0,4,A170
T501030,C3878,故障申报,P4,邮件,2026-01-07 19:00:00,2026-01-07 20:37:46,72,1.63,1,0,4,A290
T501031,C1990,咨询,P3,App,2026-03-15 00:00:00,2026-03-15 05:36:17,24,5.6,1,0,5,A276
T501032,C2596,其他,P2,邮件,2026-02-20 00:00:00,2026-02-20 00:30:00,8,0.5,1,0,4,A194
T501033,C3547,故障申报,P4,在线,2026-01-15 23:00:00,2026-01-16 20:29:41,72,21.49,1,0,4,A296
T501034,C1474,业务变更,P1,邮件,2026-03-05 04:00:00,2026-03-05 04:34:41,4,0.58,1,0,1,A285
T501035,C1226,业务变更,P1,邮件,2026-03-04 16:00:00,2026-03-04 23:20:05,4,7.33,0,0,3,A153
T501036,C3707,业务变更,P2,热线,2026-02-13 23:00:00,2026-02-14 00:55:53,8,1.93,1,0,4,A207
T501037,C2510,咨询,P3,热线,2026-04-05 20:00:00,2026-04-06 00:33:33,24,4.56,1,0,5,A290
T501038,C3927,其他,P2,热线,2026-02-04 08:00:00,2026-02-04 23:05:32,8,15.09,0,0,5,A110
T501039,C1950,退订,P1,热线,2026-03-11 20:00:00,2026-03-11 21:30:29,4,1.51,1,0,1,A260
T501040,C3935,退订,P4,邮件,2026-04-06 05:00:00,2026-04-06 14:53:19,72,9.89,1,1,4,A139
T501041,C1605,退订,P2,在线,2026-01-02 09:00:00,2026-01-02 12:02:45,8,3.05,1,0,5,A159
T501042,C2120,退订,P4,邮件,2026-04-02 13:00:00,2026-04-02 22:46:52,72,9.78,1,0,4,A149
T501043,C2646,退订,P1,热线,2026-01-26 12:00:00,2026-01-26 13:26:33,4,1.44,1,1,4,A291
T501044,C2969,退订,P1,热线,2026-01-27 09:00:00,2026-01-27 09:30:00,4,0.5,1,0,5,A193
T501045,C2701,故障申报,P1,热线,2026-03-05 05:00:00,2026-03-05 07:56:32,4,2.94,1,0,4,A229
T501046,C1341,咨询,P2,在线,2026-01-14 10:00:00,2026-01-14 11:31:19,8,1.52,1,0,5,A209
T501047,C2277,其他,P3,邮件,2026-02-23 11:00:00,2026-02-23 18:29:20,24,7.49,1,0,3,A250
T501048,C3514,故障申报,P2,App,2026-03-13 20:00:00,2026-03-13 21:53:02,8,1.88,1,0,5,A107
T501049,C3023,退订,P3,在线,2026-02-07 03:00:00,2026-02-07 07:19:38,24,4.33,1,0,1,A135
T501050,C3386,退订,P4,热线,2026-01-18 00:00:00,2026-01-18 15:16:40,72,15.28,1,1,5,A257
T501051,C1788,其他,P1,邮件,2026-04-08 19:00:00,2026-04-08 20:34:37,4,1.58,1,0,5,A287
T501052,C3874,故障申报,P4,热线,2026-04-08 00:00:00,2026-04-08 05:15:37,72,5.26,1,0,4,A271
T501053,C3288,咨询,P3,在线,2026-04-25 16:00:00,2026-04-26 05:15:09,24,13.25,1,0,5,A201
T501054,C1824,业务变更,P1,App,2026-02-21 01:00:00,2026-02-21 04:48:51,4,3.81,1,0,1,A153
T501055,C1580,故障申报,P3,App,2026-01-25 03:00:00,2026-01-25 03:31:10,24,0.52,1,0,4,A212
T501056,C1209,业务变更,P3,在线,2026-01-04 06:00:00,2026-01-04 16:08:23,24,10.14,1,0,4,A248
T501057,C1219,其他,P2,在线,2026-04-09 09:00:00,2026-04-09 14:00:29,8,5.01,1,1,5,A265
T501058,C3630,投诉,P4,热线,2026-02-19 15:00:00,2026-02-27 07:25:32,72,184.43,0,0,5,A128
T501059,C1178,业务变更,P2,热线,2026-04-26 17:00:00,2026-04-26 17:30:00,8,0.5,1,1,5,A225
T501060,C1066,业务变更,P1,在线,2026-02-23 18:00:00,2026-02-23 20:57:05,4,2.95,1,0,5,A231
T501061,C3003,咨询,P4,App,2026-01-17 21:00:00,2026-01-18 22:31:19,72,25.52,1,0,5,A269
T501062,C3351,退订,P4,邮件,2026-01-12 10:00:00,2026-01-15 11:50:16,72,73.84,0,0,4,A151
T501063,C2502,咨询,P3,热线,2026-01-26 09:00:00,2026-01-27 09:01:01,24,24.02,0,0,5,A212
T501064,C3564,退订,P3,App,2026-01-22 07:00:00,2026-01-23 12:40:27,24,29.67,0,0,5,A183
T501065,C2744,其他,P3,热线,2026-01-27 03:00:00,2026-01-27 18:18:16,24,15.3,1,0,5,A126
T501066,C2298,退订,P1,在线,2026-02-12 22:00:00,2026-02-12 22:30:00,4,0.5,1,0,5,A196
T501067,C2689,投诉,P4,邮件,2026-01-02 06:00:00,2026-01-02 13:25:34,72,7.43,1,0,5,A228
T501068,C1731,投诉,P2,热线,2026-02-02 15:00:00,2026-02-02 16:05:02,8,1.08,1,0,1,A187
T501069,C1837,退订,P1,热线,2026-02-21 11:00:00,2026-02-21 18:51:07,4,7.85,0,0,1,A267
T501070,C2581,业务变更,P4,热线,2026-04-19 04:00:00,2026-04-19 04:54:04,72,0.9,1,0,4,A163
T501071,C1236,退订,P2,在线,2026-03-15 14:00:00,2026-03-15 16:13:38,8,2.23,1,0,3,A286
T501072,C3693,其他,P3,热线,2026-02-24 20:00:00,2026-02-24 22:31:32,24,2.53,1,0,5,A138
T501073,C2570,业务变更,P3,热线,2026-02-18 13:00:00,2026-02-18 22:37:25,24,9.62,1,0,4,A287
T501074,C3581,故障申报,P2,邮件,2026-04-13 07:00:00,2026-04-13 07:47:25,8,0.79,1,0,4,A249
T501075,C3255,业务变更,P3,邮件,2026-01-07 17:00:00,2026-01-09 19:13:56,24,50.23,0,0,4,A274
T501076,C2018,退订,P3,App,2026-01-27 13:00:00,2026-01-28 05:59:39,24,16.99,1,0,4,A288
T501077,C3324,咨询,P4,App,2026-04-11 13:00:00,2026-04-12 15:51:14,72,26.85,1,0,5,A108
T501078,C3318,投诉,P4,App,2026-03-11 00:00:00,2026-03-11 23:28:16,72,23.47,1,0,4,A127
T501079,C1021,投诉,P2,邮件,2026-02-19 02:00:00,2026-02-19 12:14:45,8,10.25,0,0,5,A258
T501080,C3849,投诉,P3,邮件,2026-01-19 23:00:00,2026-01-20 01:03:31,24,2.06,1,1,3,A264
T501081,C3540,投诉,P1,在线,2026-04-05 00:00:00,2026-04-05 02:29:47,4,2.5,1,0,3,A181
T501082,C1443,投诉,P3,热线,2026-02-01 09:00:00,2026-02-01 20:15:37,24,11.26,1,0,4,A234
T501083,C1379,故障申报,P3,在线,2026-01-06 10:00:00,2026-01-06 21:53:03,24,11.88,1,0,1,A116
T501084,C1743,业务变更,P3,邮件,2026-02-18 12:00:00,2026-02-20 04:26:20,24,40.44,0,0,5,A165
T501085,C2774,业务变更,P4,在线,2026-03-27 05:00:00,2026-03-27 22:11:57,72,17.2,1,0,4,A293
T501086,C1567,退订,P3,热线,2026-03-24 07:00:00,2026-03-25 00:25:07,24,17.42,1,0,1,A161
T501087,C3805,其他,P2,热线,2026-03-27 23:00:00,2026-03-28 00:23:22,8,1.39,1,0,4,A106
T501088,C3920,咨询,P4,热线,2026-04-02 10:00:00,2026-04-06 06:37:15,72,92.62,0,0,2,A195
T501089,C3387,故障申报,P4,热线,2026-01-12 03:00:00,2026-01-12 03:30:00,72,0.5,1,0,4,A196
T501090,C2191,退订,P1,App,2026-03-04 23:00:00,2026-03-04 23:54:15,4,0.9,1,0,4,A110
T501091,C1722,其他,P3,App,2026-03-13 16:00:00,2026-03-13 17:28:44,24,1.48,1,0,4,A179
T501092,C1448,投诉,P3,App,2026-04-26 11:00:00,2026-04-27 12:39:34,24,25.66,0,0,5,A263
T501093,C2712,其他,P1,热线,2026-04-13 00:00:00,2026-04-13 01:47:01,4,1.78,1,0,5,A137
T501094,C1599,咨询,P1,在线,2026-01-13 14:00:00,2026-01-13 15:57:43,4,1.96,1,1,3,A174
T501095,C2793,退订,P1,App,2026-04-18 10:00:00,2026-04-18 13:03:44,4,3.06,1,0,1,A101
T501096,C1586,咨询,P3,在线,2026-03-12 08:00:00,2026-03-12 08:49:04,24,0.82,1,0,4,A211
T501097,C2238,故障申报,P1,热线,2026-01-26 18:00:00,2026-01-26 18:42:56,4,0.72,1,0,3,A143
T501098,C1582,退订,P4,热线,2026-02-22 06:00:00,2026-02-23 23:09:10,72,41.15,1,0,5,A117
T501099,C2886,咨询,P2,在线,2026-01-16 12:00:00,2026-01-16 14:29:15,8,2.49,1,0,3,A200
T501100,C2924,退订,P1,在线,2026-01-18 15:00:00,2026-01-18 20:02:07,4,5.04,0,0,4,A275
T501101,C2944,投诉,P2,在线,2026-03-23 12:00:00,2026-03-23 18:19:43,8,6.33,1,1,5,A186
T501102,C2816,其他,P1,热线,2026-01-22 07:00:00,2026-01-22 07:50:37,4,0.84,1,0,4,A230
T501103,C2775,投诉,P3,邮件,2026-01-18 11:00:00,2026-01-18 23:52:16,24,12.87,1,1,4,A282
T501104,C2421,投诉,P2,邮件,2026-03-24 16:00:00,2026-03-24 18:58:29,8,2.97,1,0,3,A204
T501105,C3126,投诉,P1,热线,2026-04-14 17:00:00,2026-04-14 19:32:40,4,2.54,1,0,4,A134
T501106,C3315,退订,P4,App,2026-04-13 11:00:00,2026-04-15 12:51:04,72,49.85,1,0,4,A215
T501107,C3558,咨询,P3,在线,2026-04-22 17:00:00,2026-04-22 20:37:54,24,3.63,1,0,4,A147
T501108,C2007,其他,P1,App,2026-01-13 04:00:00,2026-01-13 04:57:43,4,0.96,1,0,4,A224
T501109,C2687,投诉,P3,邮件,2026-02-27 05:00:00,2026-02-27 19:15:20,24,14.26,1,0,4,A297
T501110,C1501,其他,P1,App,2026-03-23 09:00:00,2026-03-23 12:02:56,4,3.05,1,0,4,A148
T501111,C3435,业务变更,P4,热线,2026-04-22 21:00:00,2026-04-25 14:27:15,72,65.45,1,0,5,A261
T501112,C1720,业务变更,P2,热线,2026-04-02 07:00:00,2026-04-02 07:40:53,8,0.68,1,0,5,A194
T501113,C3692,故障申报,P1,App,2026-01-02 15:00:00,2026-01-02 15:30:00,4,0.5,1,0,3,A125
T501114,C2841,咨询,P1,热线,2026-01-22 06:00:00,2026-01-22 06:53:40,4,0.89,1,1,4,A172
T501115,C3128,投诉,P2,在线,2026-03-08 22:00:00,2026-03-08 23:54:13,8,1.9,1,0,5,A240
T501116,C2468,退订,P3,邮件,2026-02-04 01:00:00,2026-02-04 13:21:17,24,12.35,1,1,1,A148
T501117,C1548,故障申报,P4,在线,2026-01-03 13:00:00,2026-01-03 21:07:49,72,8.13,1,0,5,A204
T501118,C3674,其他,P4,App,2026-03-01 03:00:00,2026-03-03 22:08:25,72,67.14,1,0,4,A191
T501119,C1539,故障申报,P4,App,2026-02-05 04:00:00,2026-02-05 08:39:25,72,4.66,1,0,4,A160
T501120,C2638,咨询,P2,邮件,2026-01-17 20:00:00,2026-01-18 05:50:10,8,9.84,0,0,5,A271
T501121,C1444,其他,P2,邮件,2026-02-08 21:00:00,2026-02-08 23:28:55,8,2.48,1,0,4,A201
T501122,C3952,业务变更,P4,邮件,2026-04-08 22:00:00,2026-04-14 07:25:28,72,129.42,0,0,4,A116
T501123,C3605,退订,P1,App,2026-03-11 05:00:00,2026-03-11 07:54:32,4,2.91,1,0,5,A227
T501124,C1060,故障申报,P1,在线,2026-04-14 12:00:00,2026-04-14 12:53:53,4,0.9,1,1,4,A296
T501125,C1689,业务变更,P1,邮件,2026-04-10 19:00:00,2026-04-10 22:43:59,4,3.73,1,0,4,A253
T501126,C2582,咨询,P1,App,2026-03-09 15:00:00,2026-03-09 18:51:00,4,3.85,1,0,5,A269
T501127,C1104,其他,P4,App,2026-04-06 01:00:00,2026-04-07 08:50:02,72,31.83,1,0,5,A201
T501128,C2763,咨询,P4,App,2026-03-18 01:00:00,2026-03-18 02:07:34,72,1.13,1,0,5,A158
T501129,C3291,故障申报,P2,邮件,2026-03-23 18:00:00,2026-03-23 18:30:41,8,0.51,1,0,4,A173
T501130,C3065,故障申报,P4,热线,2026-04-12 04:00:00,2026-04-14 14:15:28,72,58.26,1,0,5,A217
T501131,C2643,其他,P2,热线,2026-01-12 09:00:00,2026-01-12 18:19:44,8,9.33,0,0,4,A254
T501132,C1303,业务变更,P1,在线,2026-03-03 07:00:00,2026-03-03 09:27:33,4,2.46,1,0,5,A256
T501133,C1025,退订,P1,热线,2026-02-14 00:00:00,2026-02-14 01:31:08,4,1.52,1,0,4,A198
T501134,C2378,投诉,P2,热线,2026-02-07 04:00:00,2026-02-07 04:56:25,8,0.94,1,1,4,A250
T501135,C2166,咨询,P4,App,2026-04-05 21:00:00,2026-04-14 20:36:38,72,215.61,0,1,5,A155
T501136,C2038,退订,P3,App,2026-04-11 19:00:00,2026-04-11 20:56:44,24,1.95,1,0,3,A274
T501137,C3299,咨询,P4,App,2026-02-23 06:00:00,2026-03-06 11:04:01,72,269.07,0,0,4,A119
T501138,C1604,咨询,P3,App,2026-04-21 06:00:00,2026-04-21 15:42:28,24,9.71,1,0,5,A168
T501139,C3032,投诉,P1,在线,2026-01-09 04:00:00,2026-01-09 05:47:59,4,1.8,1,0,5,A201
T501140,C1860,投诉,P2,邮件,2026-01-04 10:00:00,2026-01-04 10:30:00,8,0.5,1,0,3,A178
T501141,C2614,退订,P4,App,2026-01-16 06:00:00,2026-01-16 12:33:25,72,6.56,1,0,4,A231
T501142,C1729,故障申报,P1,在线,2026-01-14 03:00:00,2026-01-14 03:30:00,4,0.5,1,0,5,A194
T501143,C1811,其他,P1,App,2026-01-20 03:00:00,2026-01-20 04:41:55,4,1.7,1,0,5,A292
T501144,C1079,其他,P3,邮件,2026-03-05 22:00:00,2026-03-05 22:30:00,24,0.5,1,0,5,A150
T501145,C2208,咨询,P1,在线,2026-01-05 10:00:00,2026-01-05 11:04:35,4,1.08,1,0,5,A277
T501146,C1158,故障申报,P4,在线,2026-04-14 19:00:00,2026-04-15 16:55:44,72,21.93,1,0,5,A219
T501147,C2416,退订,P2,App,2026-01-10 22:00:00,2026-01-10 23:25:47,8,1.43,1,0,3,A169
T501148,C1174,故障申报,P3,App,2026-04-15 17:00:00,2026-04-15 21:39:04,24,4.65,1,0,5,A217
T501149,C2343,其他,P4,热线,2026-03-16 09:00:00,2026-03-17 03:13:49,72,18.23,1,0,4,A159
T501150,C3001,其他,P2,邮件,2026-03-02 17:00:00,2026-03-02 18:56:09,8,1.94,1,0,5,A209
T501151,C2931,其他,P4,邮件,2026-04-13 15:00:00,2026-04-18 07:34:35,72,112.58,0,0,4,A286
T501152,C2862,其他,P2,在线,2026-02-02 02:00:00,2026-02-02 02:59:09,8,0.99,1,0,4,A165
T501153,C3013,业务变更,P2,热线,2026-03-16 02:00:00,2026-03-16 02:30:00,8,0.5,1,0,1,A161
T501154,C2095,其他,P3,热线,2026-04-23 09:00:00,2026-04-23 11:26:03,24,2.43,1,0,4,A285
T501155,C2993,故障申报,P1,在线,2026-01-04 04:00:00,2026-01-04 08:43:04,4,4.72,0,0,4,A199
T501156,C2609,咨询,P3,App,2026-02-02 04:00:00,2026-02-02 06:16:57,24,2.28,1,0,3,A125
T501157,C1022,咨询,P3,热线,2026-01-12 10:00:00,2026-01-12 20:15:57,24,10.27,1,0,5,A139
T501158,C2380,投诉,P2,App,2026-04-11 14:00:00,2026-04-11 21:44:23,8,7.74,1,0,5,A114
T501159,C3704,故障申报,P3,邮件,2026-01-12 14:00:00,2026-01-12 21:38:42,24,7.65,1,0,4,A128
T501160,C3798,退订,P3,热线,2026-04-04 04:00:00,2026-04-04 04:30:00,24,0.5,1,0,5,A107
T501161,C1045,投诉,P4,App,2026-03-26 13:00:00,2026-03-28 22:28:39,72,57.48,1,0,4,A152
T501162,C3343,其他,P4,App,2026-01-05 23:00:00,2026-01-07 20:37:28,72,45.62,1,0,5,A120
T501163,C2651,故障申报,P1,在线,2026-01-23 16:00:00,2026-01-23 17:05:09,4,1.09,1,0,4,A174
T501164,C2164,其他,P2,在线,2026-04-19 10:00:00,2026-04-19 18:40:54,8,8.68,0,0,4,A197
T501165,C3031,退订,P1,在线,2026-02-27 03:00:00,2026-02-27 04:00:09,4,1.0,1,0,4,A125
T501166,C1616,退订,P4,App,2026-04-20 04:00:00,2026-04-21 00:11:51,72,20.2,1,1,2,A202
T501167,C1573,其他,P2,在线,2026-01-18 12:00:00,2026-01-18 12:30:00,8,0.5,1,0,5,A281
T501168,C1502,业务变更,P3,邮件,2026-01-24 18:00:00,2026-01-25 11:12:58,24,17.22,1,0,3,A115
T501169,C3954,投诉,P2,邮件,2026-02-26 16:00:00,2026-02-27 02:39:31,8,10.66,0,0,3,A257
T501170,C2326,故障申报,P4,邮件,2026-01-02 22:00:00,2026-01-07 04:37:16,72,102.62,0,0,4,A254
T501171,C3585,投诉,P3,App,2026-01-24 04:00:00,2026-01-25 00:34:55,24,20.58,1,1,5,A144
T501172,C2342,投诉,P2,热线,2026-04-17 20:00:00,2026-04-18 05:01:58,8,9.03,0,0,3,A243
T501173,C3780,业务变更,P4,邮件,2026-02-23 12:00:00,2026-02-24 04:28:41,72,16.48,1,0,3,A245
T501174,C2527,退订,P1,邮件,2026-04-05 14:00:00,2026-04-05 18:08:55,4,4.15,0,0,4,A195
T501175,C3657,退订,P4,App,2026-01-21 20:00:00,2026-01-23 22:01:10,72,50.02,1,1,5,A168
T501176,C2973,故障申报,P4,邮件,2026-03-23 22:00:00,2026-03-26 04:47:51,72,54.8,1,0,4,A182
T501177,C3340,投诉,P4,App,2026-01-24 09:00:00,2026-01-25 12:44:22,72,27.74,1,0,4,A123
T501178,C1800,故障申报,P2,邮件,2026-03-23 12:00:00,2026-03-23 14:00:21,8,2.01,1,0,5,A154
T501179,C3172,投诉,P4,在线,2026-02-01 01:00:00,2026-02-01 03:38:39,72,2.64,1,0,4,A261
T501180,C1648,业务变更,P1,App,2026-04-07 03:00:00,2026-04-07 04:17:51,4,1.3,1,0,5,A195
T501181,C3883,业务变更,P2,热线,2026-02-14 02:00:00,2026-02-14 05:13:51,8,3.23,1,0,2,A242
T501182,C2142,业务变更,P4,在线,2026-02-23 10:00:00,2026-02-27 23:19:09,72,109.32,0,0,5,A101
T501183,C2749,咨询,P1,在线,2026-03-18 12:00:00,2026-03-18 14:41:21,4,2.69,1,0,4,A149
T501184,C1525,投诉,P1,在线,2026-04-05 18:00:00,2026-04-06 00:18:19,4,6.31,0,0,5,A270
T501185,C1866,投诉,P3,App,2026-01-21 10:00:00,2026-01-23 11:24:38,24,49.41,0,0,5,A139
T501186,C3239,退订,P4,App,2026-01-16 12:00:00,2026-01-19 02:55:33,72,62.93,1,0,3,A178
T501187,C3283,咨询,P2,在线,2026-01-06 13:00:00,2026-01-06 13:30:00,8,0.5,1,0,4,A215
T501188,C1814,其他,P1,邮件,2026-02-04 08:00:00,2026-02-04 10:21:10,4,2.35,1,0,3,A175
T501189,C1193,故障申报,P4,热线,2026-01-07 15:00:00,2026-01-08 23:51:23,72,32.86,1,0,5,A252
T501190,C2655,其他,P1,邮件,2026-01-27 11:00:00,2026-01-27 13:13:59,4,2.23,1,0,3,A232
T501191,C1333,其他,P4,在线,2026-02-04 01:00:00,2026-02-08 17:16:41,72,112.28,0,0,5,A152
T501192,C2581,业务变更,P3,App,2026-04-25 08:00:00,2026-04-25 20:53:57,24,12.9,1,0,3,A148
T501193,C3637,其他,P4,App,2026-01-25 21:00:00,2026-01-26 05:20:16,72,8.34,1,0,4,A222
T501194,C2912,业务变更,P4,App,2026-03-05 00:00:00,2026-03-05 09:34:52,72,9.58,1,0,4,A236
T501195,C1940,业务变更,P3,邮件,2026-03-13 20:00:00,2026-03-14 17:20:16,24,21.34,1,0,5,A296
T501196,C2173,其他,P3,邮件,2026-04-13 23:00:00,2026-04-14 01:34:37,24,2.58,1,0,3,A277
T501197,C2840,其他,P2,邮件,2026-01-21 03:00:00,2026-01-21 03:30:00,8,0.5,1,0,4,A172
T501198,C1396,故障申报,P2,App,2026-01-19 03:00:00,2026-01-19 03:30:00,8,0.5,1,0,5,A159
T501199,C2414,咨询,P3,在线,2026-03-07 08:00:00,2026-03-07 10:06:01,24,2.1,1,0,3,A281
T501200,C3815,业务变更,P1,邮件,2026-02-01 14:00:00,2026-02-01 17:03:11,4,3.05,1,0,5,A180
T501201,C1421,其他,P3,邮件,2026-04-02 23:00:00,2026-04-03 10:56:59,24,11.95,1,0,4,A244
T501202,C3502,故障申报,P4,App,2026-04-01 12:00:00,2026-04-03 21:01:02,72,57.02,1,0,1,A246
T501203,C3701,投诉,P2,邮件,2026-01-07 19:00:00,2026-01-07 19:34:51,8,0.58,1,0,3,A183
T501204,C2249,故障申报,P3,App,2026-04-01 20:00:00,2026-04-02 06:25:14,24,10.42,1,0,4,A240
T501205,C3629,退订,P3,热线,2026-03-07 01:00:00,2026-03-07 04:47:54,24,3.8,1,0,5,A277
T501206,C2914,故障申报,P2,App,2026-03-04 07:00:00,2026-03-05 00:59:37,8,17.99,0,0,4,A188
T501207,C1957,退订,P3,App,2026-03-13 13:00:00,2026-03-14 04:11:29,24,15.19,1,0,4,A134
T501208,C3817,其他,P2,App,2026-02-13 00:00:00,2026-02-13 03:23:40,8,3.39,1,0,3,A136
T501209,C2234,投诉,P1,邮件,2026-03-05 20:00:00,2026-03-05 21:59:57,4,2.0,1,0,4,A191
T501210,C1386,退订,P2,App,2026-02-17 07:00:00,2026-02-17 11:40:49,8,4.68,1,1,4,A262
T501211,C2577,咨询,P4,邮件,2026-02-12 19:00:00,2026-02-17 05:27:31,72,106.46,0,0,4,A202
T501212,C3372,业务变更,P1,热线,2026-04-14 18:00:00,2026-04-14 18:30:00,4,0.5,1,0,4,A185
T501213,C2603,退订,P4,邮件,2026-04-23 19:00:00,2026-04-24 14:24:32,72,19.41,1,0,5,A122
T501214,C2828,业务变更,P4,在线,2026-02-13 01:00:00,2026-02-15 10:06:26,72,57.11,1,0,5,A175
T501215,C1784,退订,P2,App,2026-04-22 00:00:00,2026-04-22 06:15:22,8,6.26,1,0,5,A194
T501216,C3413,投诉,P1,邮件,2026-04-04 06:00:00,2026-04-04 06:37:55,4,0.63,1,0,1,A270
T501217,C3268,业务变更,P4,在线,2026-03-14 05:00:00,2026-03-15 12:58:17,72,31.97,1,1,5,A300
T501218,C2804,咨询,P2,热线,2026-02-16 16:00:00,2026-02-16 16:38:40,8,0.64,1,0,5,A108
T501219,C3301,业务变更,P1,在线,2026-03-10 00:00:00,2026-03-10 05:32:15,4,5.54,0,0,4,A202
T501220,C1148,业务变更,P3,App,2026-04-21 18:00:00,2026-04-24 15:24:47,24,69.41,0,0,3,A240
T501221,C3472,故障申报,P1,在线,2026-03-23 04:00:00,2026-03-23 06:11:08,4,2.19,1,0,5,A217
T501222,C3165,故障申报,P2,App,2026-04-26 11:00:00,2026-04-26 11:30:00,8,0.5,1,0,5,A287
T501223,C3960,故障申报,P2,App,2026-04-09 01:00:00,2026-04-09 01:30:00,8,0.5,1,0,3,A165
T501224,C3899,退订,P1,App,2026-01-17 18:00:00,2026-01-17 18:46:05,4,0.77,1,0,3,A161
T501225,C2885,投诉,P3,App,2026-04-07 23:00:00,2026-04-08 19:49:35,24,20.83,1,0,4,A177
T501226,C1578,投诉,P3,在线,2026-04-25 10:00:00,2026-04-25 11:35:41,24,1.59,1,0,5,A198
T501227,C2913,退订,P4,热线,2026-02-05 12:00:00,2026-02-09 09:50:08,72,93.84,0,0,3,A125
T501228,C2143,其他,P4,App,2026-02-22 12:00:00,2026-02-24 04:38:01,72,40.63,1,0,4,A117
T501229,C2785,退订,P3,在线,2026-02-11 03:00:00,2026-02-12 03:39:18,24,24.66,0,0,4,A276
T501230,C3578,退订,P2,邮件,2026-04-20 03:00:00,2026-04-20 07:08:14,8,4.14,1,0,3,A208
T501231,C3660,退订,P1,热线,2026-01-13 04:00:00,2026-01-13 04:44:06,4,0.74,1,0,5,A159
T501232,C3430,业务变更,P2,App,2026-02-14 14:00:00,2026-02-14 22:34:12,8,8.57,0,0,4,A208
T501233,C1513,业务变更,P4,热线,2026-03-22 10:00:00,2026-03-24 21:21:26,72,59.36,1,1,4,A172
T501234,C3669,故障申报,P4,在线,2026-04-14 04:00:00,2026-04-14 17:30:26,72,13.51,1,0,2,A230
T501235,C1951,退订,P2,在线,2026-04-16 10:00:00,2026-04-16 12:21:47,8,2.36,1,0,4,A182
T501236,C1615,业务变更,P2,App,2026-01-22 09:00:00,2026-01-22 09:58:17,8,0.97,1,0,4,A113
T501237,C1432,其他,P1,在线,2026-02-04 14:00:00,2026-02-04 17:00:57,4,3.02,1,0,4,A203
T501238,C3641,业务变更,P4,邮件,2026-02-21 08:00:00,2026-02-22 22:29:26,72,38.49,1,0,1,A159
T501239,C3795,退订,P1,在线,2026-02-03 06:00:00,2026-02-03 07:07:58,4,1.13,1,1,4,A276
