order_id,customer_id,region_l1,region_l2,bu_id,product_line,amount,order_date,period,channel,sales_manager_id,status
SO202951,C2579,华中,南线,BU-4,运营商网关,26.12,2025-06-14,2025Q2,渠道,SM101,closed
SO202952,C2319,华南,北线,BU-5,运营商网关,65.62,2025-10-11,2025Q4,渠道,SM167,closed
SO202953,C2971,华东,东线,BU-5,BSS-OSS,46.26,2026-01-16,2026Q1,电商,SM143,closed
SO202954,C3450,华东,南线,BU-5,AI 助理,41.43,2024-06-22,2024Q2,渠道,SM218,closed
SO202955,C1578,华南,南线,BU-2,智能客服,29.16,2025-06-17,2025Q2,渠道,SM154,closed
SO202956,C1592,西南,中线,BU-5,运营商网关,45.15,2026-01-04,2026Q1,项目集采,SM117,closed
SO202957,C1038,东北,北线,BU-6,智能客服,11.24,2025-03-21,2025Q1,项目集采,SM107,closed
SO202958,C3473,华中,中线,BU-2,云平台,10.29,2026-01-15,2026Q1,电商,SM229,closed
SO202959,C3084,华中,北线,BU-1,智能客服,97.88,2026-01-03,2026Q1,渠道,SM144,closed
SO202960,C1303,东北,北线,BU-3,BSS-OSS,121.48,2026-03-11,2026Q1,项目集采,SM219,shipping
SO202961,C3853,华北,东线,BU-3,数据中台,3.4,2026-02-27,2026Q1,直销,SM126,closed
SO202962,C1861,华东,中线,BU-4,智能客服,54.77,2025-03-15,2025Q1,电商,SM109,closed
SO202963,C2140,东北,南线,BU-2,BSS-OSS,8.52,2026-01-22,2026Q1,电商,SM217,closed
SO202964,C1559,华东,北线,BU-3,IT 服务,129.11,2026-02-22,2026Q1,渠道,SM140,closed
SO202965,C3683,西南,北线,BU-3,云平台,24.24,2025-11-09,2025Q4,直销,SM171,closed
SO202966,C3154,西南,中线,BU-1,AI 助理,9.79,2026-02-26,2026Q1,电商,SM158,closed
SO202967,C3059,华中,中线,BU-4,BSS-OSS,141.36,2024-09-05,2024Q3,项目集采,SM212,closed
SO202968,C2901,华南,中线,BU-6,数据中台,58.54,2025-08-02,2025Q3,渠道,SM146,shipping
SO202969,C1642,华东,南线,BU-1,BSS-OSS,1.26,2026-03-27,2026Q1,电商,SM148,closed
SO202970,C3369,华南,南线,BU-6,BSS-OSS,128.5,2025-09-23,2025Q3,电商,SM111,closed
SO202971,C3539,华北,东线,BU-1,数据中台,48.93,2026-01-18,2026Q1,电商,SM212,closed
SO202972,C2177,华南,中线,BU-3,BSS-OSS,131.2,2025-05-07,2025Q2,电商,SM200,shipping
SO202973,C3214,华中,南线,BU-4,数据中台,3.15,2026-03-22,2026Q1,渠道,SM155,closed
SO202974,C2109,华北,东线,BU-2,数据中台,221.59,2025-08-23,2025Q3,电商,SM195,pending
SO202975,C3279,华中,东线,BU-4,智能客服,51.54,2025-05-15,2025Q2,直销,SM137,closed
SO202976,C2830,西南,东线,BU-5,运营商网关,49.58,2025-02-17,2025Q1,渠道,SM101,closed
SO202977,C3611,西南,中线,BU-6,数据中台,84.01,2026-02-11,2026Q1,渠道,SM140,closed
SO202978,C3167,西南,南线,BU-3,BSS-OSS,21.81,2026-01-05,2026Q1,渠道,SM162,closed
SO202979,C3233,华北,南线,BU-3,AI 助理,11.47,2025-10-06,2025Q4,电商,SM178,closed
SO202980,C3212,华中,北线,BU-3,智能客服,213.6,2025-12-13,2025Q4,直销,SM229,closed
SO202981,C3672,华北,北线,BU-4,IT 服务,15.99,2024-05-10,2024Q2,项目集采,SM223,closed
SO202982,C2330,华南,南线,BU-4,智能客服,13.23,2025-09-20,2025Q3,电商,SM115,closed
SO202983,C1776,华北,北线,BU-2,BSS-OSS,63.52,2026-03-12,2026Q1,直销,SM208,shipping
SO202984,C3757,华东,东线,BU-4,智能客服,76.31,2026-01-09,2026Q1,渠道,SM120,closed
SO202985,C3885,华北,南线,BU-4,智能客服,19.64,2024-12-04,2024Q4,渠道,SM244,closed
SO202986,C2683,华中,东线,BU-1,运营商网关,110.95,2025-05-13,2025Q2,渠道,SM240,closed
SO202987,C1897,华北,北线,BU-2,数据中台,27.06,2026-01-23,2026Q1,项目集采,SM209,closed
SO202988,C3780,华南,北线,BU-4,数据中台,51.14,2025-09-20,2025Q3,渠道,SM132,closed
SO202989,C3335,华南,北线,BU-1,运营商网关,2.58,2025-09-24,2025Q3,电商,SM140,closed
SO202990,C2398,华南,南线,BU-1,IT 服务,23.0,2025-03-22,2025Q1,电商,SM147,closed
SO202991,C3903,华北,北线,BU-5,IT 服务,12.14,2025-09-12,2025Q3,直销,SM157,closed
SO202992,C3212,华南,中线,BU-1,IT 服务,35.16,2026-02-14,2026Q1,直销,SM141,closed
SO202993,C1471,华北,中线,BU-2,AI 助理,16.46,2024-03-16,2024Q1,电商,SM107,closed
SO202994,C2606,华北,南线,BU-3,数据中台,17.08,2025-11-25,2025Q4,渠道,SM106,closed
SO202995,C3451,华北,东线,BU-3,运营商网关,6.8,2026-03-21,2026Q1,电商,SM117,closed
SO202996,C2422,东北,北线,BU-4,云平台,20.04,2024-04-02,2024Q2,渠道,SM239,closed
SO202997,C3407,华南,东线,BU-5,BSS-OSS,237.28,2025-06-15,2025Q2,直销,SM236,closed
SO202998,C1064,华东,东线,BU-3,AI 助理,96.07,2025-03-22,2025Q1,渠道,SM126,closed
SO202999,C1045,华东,南线,BU-4,运营商网关,29.18,2024-03-24,2024Q1,项目集采,SM141,closed
SO203000,C1484,华北,东线,BU-2,BSS-OSS,22.7,2026-02-14,2026Q1,渠道,SM211,closed
SO203001,C2266,东北,中线,BU-1,云平台,55.08,2025-02-22,2025Q1,直销,SM183,closed
SO203002,C1074,东北,东线,BU-4,云平台,8.57,2024-10-08,2024Q4,项目集采,SM199,pending
SO203003,C2602,华中,中线,BU-2,云平台,69.01,2026-02-23,2026Q1,渠道,SM202,closed
SO203004,C1333,华南,南线,BU-5,云平台,7.49,2025-02-14,2025Q1,直销,SM184,pending
SO203005,C1110,西南,南线,BU-4,智能客服,137.36,2026-02-06,2026Q1,项目集采,SM199,closed
SO203006,C1392,华东,北线,BU-6,运营商网关,8.01,2026-01-10,2026Q1,项目集采,SM136,closed
SO203007,C3329,华北,南线,BU-1,数据中台,72.81,2025-02-23,2025Q1,渠道,SM236,closed
SO203008,C2172,东北,南线,BU-4,数据中台,150.25,2026-02-12,2026Q1,直销,SM128,closed
SO203009,C2611,华北,东线,BU-3,数据中台,27.78,2025-08-08,2025Q3,渠道,SM196,closed
SO203010,C1277,西南,东线,BU-4,IT 服务,4.16,2024-05-04,2024Q2,直销,SM138,closed
SO203011,C2169,华北,东线,BU-6,IT 服务,3.23,2024-08-02,2024Q3,渠道,SM151,closed
SO203012,C3468,华中,南线,BU-5,数据中台,67.87,2024-02-25,2024Q1,电商,SM239,closed
SO203013,C1423,华中,北线,BU-1,BSS-OSS,123.34,2025-09-09,2025Q3,项目集采,SM243,closed
SO203014,C2471,华北,中线,BU-5,BSS-OSS,28.57,2026-02-10,2026Q1,项目集采,SM243,closed
SO203015,C2446,西南,中线,BU-2,BSS-OSS,147.33,2024-11-18,2024Q4,渠道,SM120,closed
SO203016,C1046,华东,南线,BU-6,云平台,52.0,2025-07-01,2025Q3,直销,SM220,closed
SO203017,C3323,华南,南线,BU-3,运营商网关,75.628,2026-02-01,2026Q1,项目集采,SM139,shipping
SO203018,C2475,西南,东线,BU-5,智能客服,12.6,2025-04-02,2025Q2,电商,SM203,shipping
SO203019,C2548,华东,东线,BU-4,IT 服务,17.8,2026-02-09,2026Q1,项目集采,SM111,closed
SO203020,C2130,华南,南线,BU-1,数据中台,56.83,2025-10-07,2025Q4,电商,SM206,closed
SO203021,C2854,华北,南线,BU-3,运营商网关,83.88,2026-02-12,2026Q1,项目集采,SM208,closed
SO203022,C1711,华北,东线,BU-6,BSS-OSS,40.71,2024-10-18,2024Q4,渠道,SM112,closed
SO203023,C3675,华北,东线,BU-5,AI 助理,29.93,2025-06-09,2025Q2,项目集采,SM200,closed
SO203024,C2893,西南,中线,BU-5,智能客服,17.62,2025-11-03,2025Q4,项目集采,SM230,closed
SO203025,C3998,华中,南线,BU-5,IT 服务,29.34,2024-11-11,2024Q4,项目集采,SM228,closed
SO203026,C3295,华南,南线,BU-1,数据中台,39.06,2025-12-12,2025Q4,直销,SM239,closed
SO203027,C1318,西南,北线,BU-1,运营商网关,30.81,2026-02-19,2026Q1,直销,SM108,closed
SO203028,C3509,华东,东线,BU-3,IT 服务,50.04,2024-12-26,2024Q4,直销,SM173,closed
SO203029,C3894,华北,南线,BU-1,BSS-OSS,3.25,2025-05-12,2025Q2,项目集采,SM131,pending
SO203030,C1021,华南,中线,BU-2,智能客服,102.57,2025-02-07,2025Q1,电商,SM118,closed
SO203031,C3287,华北,东线,BU-4,云平台,0.95,2026-03-18,2026Q1,电商,SM194,closed
SO203032,C2477,华中,南线,BU-4,AI 助理,28.18,2024-11-15,2024Q4,项目集采,SM119,closed
SO203033,C1302,华东,南线,BU-1,AI 助理,76.0,2026-02-02,2026Q1,项目集采,SM233,shipping
SO203034,C3722,华南,中线,BU-6,运营商网关,85.05,2026-02-24,2026Q1,直销,SM241,closed
SO203035,C2155,华北,东线,BU-5,BSS-OSS,28.25,2026-03-20,2026Q1,直销,SM231,shipping
SO203036,C2541,华东,南线,BU-4,数据中台,62.56,2026-03-24,2026Q1,渠道,SM179,closed
SO203037,C2981,华中,北线,BU-3,运营商网关,1.83,2025-07-01,2025Q3,直销,SM217,pending
SO203038,C2785,西南,南线,BU-1,BSS-OSS,109.05,2026-03-25,2026Q1,渠道,SM214,closed
SO203039,C1449,华北,东线,BU-6,BSS-OSS,27.06,2025-06-20,2025Q2,项目集采,SM186,closed
SO203040,C2282,华南,中线,BU-1,数据中台,44.27,2025-10-03,2025Q4,电商,SM215,shipping
SO203041,C2422,华南,北线,BU-1,AI 助理,0.49,2026-01-17,2026Q1,项目集采,SM127,closed
SO203042,C3829,东北,南线,BU-5,BSS-OSS,0.23,2025-04-06,2025Q2,直销,SM202,closed
SO203043,C2642,华中,南线,BU-1,数据中台,199.82,2024-03-20,2024Q1,渠道,SM241,closed
SO203044,C3189,华南,南线,BU-4,BSS-OSS,4.47,2026-01-05,2026Q1,渠道,SM242,shipping
SO203045,C1208,华东,中线,BU-1,IT 服务,137.45,2026-01-01,2026Q1,电商,SM114,closed
SO203046,C2945,华北,东线,BU-3,数据中台,4.77,2026-01-23,2026Q1,直销,SM180,closed
SO203047,C2466,华南,北线,BU-1,智能客服,13.33,2026-01-26,2026Q1,项目集采,SM209,closed
SO203048,C3797,华北,东线,BU-3,IT 服务,29.75,2024-10-15,2024Q4,渠道,SM201,closed
SO203049,C2378,华东,北线,BU-4,IT 服务,144.53,2025-07-27,2025Q3,直销,SM244,shipping
SO203050,C1572,华南,中线,BU-1,数据中台,17.89,2026-01-06,2026Q1,项目集采,SM141,closed
SO203051,C3639,西南,南线,BU-4,运营商网关,0.48,2026-02-19,2026Q1,渠道,SM162,closed
SO203052,C3570,华南,中线,BU-2,云平台,7.37,2026-03-09,2026Q1,电商,SM109,closed
SO203053,C2983,华东,中线,BU-1,数据中台,25.08,2026-03-20,2026Q1,直销,SM111,closed
SO203054,C3468,西南,南线,BU-5,BSS-OSS,21.91,2024-02-03,2024Q1,项目集采,SM108,closed
SO203055,C2752,华北,东线,BU-3,云平台,11.61,2025-10-02,2025Q4,项目集采,SM106,closed
SO203056,C1215,华北,中线,BU-5,数据中台,128.52,2026-03-07,2026Q1,项目集采,SM209,closed
SO203057,C2118,华南,东线,BU-3,IT 服务,107.13,2025-04-26,2025Q2,项目集采,SM120,closed
SO203058,C2778,华东,北线,BU-1,BSS-OSS,7.02,2025-05-05,2025Q2,直销,SM186,closed
SO203059,C2342,华东,南线,BU-1,数据中台,23.33,2026-03-26,2026Q1,电商,SM210,closed
SO203060,C1154,华东,中线,BU-1,运营商网关,4.26,2026-01-25,2026Q1,电商,SM205,closed
SO203061,C1756,华南,中线,BU-5,云平台,182.82,2025-12-21,2025Q4,项目集采,SM122,closed
SO203062,C2040,华中,南线,BU-4,云平台,16.64,2026-02-03,2026Q1,直销,SM205,closed
SO203063,C1092,东北,南线,BU-5,IT 服务,74.45,2024-09-20,2024Q3,项目集采,SM223,closed
SO203064,C2215,华东,中线,BU-1,运营商网关,22.76,2024-06-23,2024Q2,项目集采,SM142,closed
SO203065,C2979,华东,南线,BU-3,运营商网关,14.93,2025-11-18,2025Q4,直销,SM214,closed
SO203066,C3545,华南,南线,BU-1,AI 助理,192.08,2025-11-09,2025Q4,项目集采,SM230,closed
SO203067,C3532,华北,南线,BU-2,数据中台,7.75,2025-11-18,2025Q4,电商,SM156,closed
SO203068,C2421,华北,南线,BU-4,数据中台,4.47,2025-01-18,2025Q1,项目集采,SM173,closed
SO203069,C3108,华东,南线,BU-1,云平台,56.79,2026-01-21,2026Q1,电商,SM204,closed
SO203070,C2089,华东,南线,BU-2,云平台,5.3,2025-11-10,2025Q4,项目集采,SM149,closed
SO203071,C2588,华南,东线,BU-4,云平台,27.87,2026-03-24,2026Q1,项目集采,SM164,closed
SO203072,C2201,华北,东线,BU-4,运营商网关,50.92,2026-01-23,2026Q1,渠道,SM138,shipping
SO203073,C3103,华南,南线,BU-3,数据中台,10.4,2025-07-04,2025Q3,渠道,SM103,closed
SO203074,C2839,西南,南线,BU-2,智能客服,12.31,2026-03-27,2026Q1,直销,SM169,pending
SO203075,C3443,华北,东线,BU-3,数据中台,2.85,2025-09-12,2025Q3,渠道,SM147,shipping
SO203076,C1471,华南,东线,BU-2,运营商网关,43.57,2025-10-05,2025Q4,电商,SM140,closed
SO203077,C2615,华南,中线,BU-3,AI 助理,30.82,2025-12-09,2025Q4,直销,SM115,closed
SO203078,C2607,华东,中线,BU-1,BSS-OSS,13.22,2026-03-26,2026Q1,直销,SM119,closed
SO203079,C2342,华南,北线,BU-6,数据中台,31.51,2026-01-06,2026Q1,项目集采,SM148,closed
SO203080,C1717,华南,南线,BU-5,运营商网关,43.4,2025-10-22,2025Q4,直销,SM202,closed
SO203081,C3160,华南,南线,BU-5,运营商网关,17.96,2026-03-16,2026Q1,直销,SM198,closed
SO203082,C3667,华南,南线,BU-2,BSS-OSS,24.26,2025-05-09,2025Q2,渠道,SM212,closed
SO203083,C2910,华东,中线,BU-3,云平台,29.06,2026-03-15,2026Q1,渠道,SM176,closed
SO203084,C3592,华东,南线,BU-3,智能客服,120.64,2026-03-15,2026Q1,电商,SM102,closed
SO203085,C2413,华东,东线,BU-4,云平台,76.56,2026-02-18,2026Q1,直销,SM244,closed
SO203086,C2433,西南,东线,BU-3,云平台,55.58,2024-02-01,2024Q1,电商,SM201,closed
SO203087,C3848,华北,北线,BU-5,智能客服,272.38,2025-05-06,2025Q2,电商,SM148,closed
SO203088,C1492,华东,东线,BU-3,云平台,125.92,2026-01-15,2026Q1,项目集采,SM201,closed
SO203089,C2740,华北,北线,BU-1,IT 服务,8.05,2026-03-24,2026Q1,项目集采,SM212,shipping
SO203090,C3271,华东,中线,BU-3,BSS-OSS,1.75,2026-02-21,2026Q1,渠道,SM220,shipping
SO203091,C2975,华东,中线,BU-6,IT 服务,10.74,2025-01-24,2025Q1,直销,SM204,closed
SO203092,C1180,华中,北线,BU-3,BSS-OSS,38.83,2025-08-23,2025Q3,渠道,SM228,closed
SO203093,C1070,华北,中线,BU-5,BSS-OSS,105.28,2025-10-18,2025Q4,直销,SM221,pending
SO203094,C3880,华东,东线,BU-5,BSS-OSS,31.81,2025-08-07,2025Q3,项目集采,SM180,closed
SO203095,C1992,华东,北线,BU-6,运营商网关,14.84,2026-01-01,2026Q1,渠道,SM204,closed
SO203096,C1506,华东,中线,BU-1,BSS-OSS,53.45,2024-06-20,2024Q2,电商,SM248,closed
SO203097,C1114,华北,中线,BU-1,智能客服,26.03,2024-06-01,2024Q2,项目集采,SM109,closed
SO203098,C2155,华东,北线,BU-4,BSS-OSS,94.08,2026-03-09,2026Q1,渠道,SM150,closed
SO203099,C3699,华东,北线,BU-4,智能客服,63.17,2025-01-24,2025Q1,直销,SM174,closed
SO203100,C2622,华东,北线,BU-3,BSS-OSS,117.82,2025-05-15,2025Q2,直销,SM201,closed
SO203101,C2889,华北,东线,BU-5,云平台,45.56,2024-02-11,2024Q1,项目集采,SM212,closed
SO203102,C3516,西南,南线,BU-2,IT 服务,4.61,2026-02-21,2026Q1,项目集采,SM159,closed
SO203103,C3880,西南,中线,BU-5,智能客服,80.81,2026-03-15,2026Q1,电商,SM203,closed
SO203104,C2124,华东,东线,BU-4,IT 服务,14.62,2025-12-27,2025Q4,项目集采,SM112,closed
SO203105,C3970,东北,东线,BU-3,IT 服务,6.92,2026-01-03,2026Q1,渠道,SM170,closed
SO203106,C1408,华北,南线,BU-2,数据中台,33.25,2025-07-22,2025Q3,渠道,SM217,closed
SO203107,C1544,华中,南线,BU-6,数据中台,86.13,2025-04-26,2025Q2,直销,SM246,closed
SO203108,C2940,华北,北线,BU-4,数据中台,6.51,2025-02-11,2025Q1,电商,SM131,closed
SO203109,C2436,华南,东线,BU-6,云平台,16.11,2025-09-27,2025Q3,项目集采,SM210,closed
SO203110,C3121,华中,北线,BU-3,智能客服,46.07,2025-11-08,2025Q4,直销,SM104,closed
SO203111,C2424,华东,中线,BU-1,智能客服,102.84,2026-02-10,2026Q1,电商,SM227,closed
SO203112,C2981,西南,北线,BU-1,BSS-OSS,38.96,2026-02-01,2026Q1,直销,SM194,closed
SO203113,C1590,华东,东线,BU-3,BSS-OSS,38.74,2024-01-10,2024Q1,直销,SM179,closed
SO203114,C2420,东北,北线,BU-6,云平台,145.25,2026-02-24,2026Q1,渠道,SM160,closed
SO203115,C2559,西南,中线,BU-2,运营商网关,83.87,2024-07-20,2024Q3,电商,SM221,closed
SO203116,C2266,华北,中线,BU-3,IT 服务,31.17,2026-01-05,2026Q1,直销,SM160,closed
SO203117,C1537,华东,南线,BU-6,云平台,105.49,2025-03-27,2025Q1,渠道,SM191,shipping
SO203118,C3871,西南,东线,BU-3,BSS-OSS,0.49,2025-04-12,2025Q2,项目集采,SM112,shipping
SO203119,C3521,西南,中线,BU-4,智能客服,86.88,2026-03-02,2026Q1,渠道,SM184,closed
SO203120,C1843,华东,东线,BU-6,AI 助理,136.3,2026-02-20,2026Q1,渠道,SM208,closed
SO203121,C3212,华东,北线,BU-3,AI 助理,58.76,2026-03-26,2026Q1,渠道,SM238,closed
SO203122,C3929,华东,东线,BU-5,BSS-OSS,142.92,2024-05-04,2024Q2,项目集采,SM177,closed
SO203123,C1754,华东,中线,BU-4,智能客服,48.14,2025-05-12,2025Q2,直销,SM172,closed
SO203124,C2848,华东,东线,BU-6,数据中台,79.99,2024-06-23,2024Q2,电商,SM219,closed
SO203125,C2091,华北,中线,BU-3,智能客服,2.19,2026-03-09,2026Q1,渠道,SM151,closed
SO203126,C1411,华北,南线,BU-4,云平台,90.55,2024-06-23,2024Q2,渠道,SM244,shipping
SO203127,C1442,华南,北线,BU-6,智能客服,99.54,2026-02-04,2026Q1,渠道,SM215,closed
SO203128,C1931,华南,东线,BU-5,BSS-OSS,65.41,2024-11-08,2024Q4,项目集采,SM172,closed
SO203129,C3338,华南,东线,BU-3,运营商网关,2.8770000000000002,2026-03-12,2026Q1,项目集采,SM176,closed
SO203130,C1644,华东,东线,BU-3,IT 服务,51.33,2025-01-23,2025Q1,电商,SM120,shipping
SO203131,C2600,华北,北线,BU-1,数据中台,16.68,2026-01-18,2026Q1,项目集采,SM190,closed
SO203132,C2691,华东,中线,BU-6,云平台,52.91,2025-12-24,2025Q4,项目集采,SM124,closed
SO203133,C2811,华中,东线,BU-1,数据中台,297.57,2024-04-12,2024Q2,渠道,SM229,pending
SO203134,C3022,华北,东线,BU-3,IT 服务,77.89,2026-03-15,2026Q1,渠道,SM241,closed
SO203135,C2948,华东,南线,BU-1,智能客服,107.49,2025-02-01,2025Q1,渠道,SM235,closed
SO203136,C2072,华东,中线,BU-1,数据中台,175.93,2026-02-18,2026Q1,直销,SM178,closed
SO203137,C3979,华北,北线,BU-5,运营商网关,33.36,2026-03-12,2026Q1,电商,SM185,closed
SO203138,C1856,华东,中线,BU-2,云平台,70.05,2026-01-15,2026Q1,直销,SM186,closed
SO203139,C1429,华北,东线,BU-3,数据中台,119.03,2026-01-01,2026Q1,直销,SM191,closed
SO203140,C3080,华南,北线,BU-6,云平台,54.42,2025-11-09,2025Q4,项目集采,SM133,closed
SO203141,C1057,华南,北线,BU-2,智能客服,34.46,2025-07-17,2025Q3,渠道,SM247,closed
SO203142,C2915,华北,南线,BU-2,云平台,54.57,2025-05-20,2025Q2,项目集采,SM242,closed
SO203143,C2490,东北,北线,BU-4,运营商网关,11.59,2026-03-26,2026Q1,电商,SM130,closed
SO203144,C3758,华东,北线,BU-4,云平台,4.1,2025-09-17,2025Q3,项目集采,SM232,closed
SO203145,C2166,华东,北线,BU-2,AI 助理,4.61,2025-08-24,2025Q3,渠道,SM153,closed
SO203146,C2596,华东,南线,BU-5,AI 助理,118.8,2024-02-01,2024Q1,电商,SM214,closed
SO203147,C3759,东北,东线,BU-6,运营商网关,1.51,2025-08-17,2025Q3,渠道,SM225,closed
SO203148,C2934,华东,东线,BU-3,AI 助理,168.26,2025-04-23,2025Q2,项目集采,SM207,closed
SO203149,C1190,华北,北线,BU-2,智能客服,101.08,2026-02-24,2026Q1,直销,SM183,closed
SO203150,C2740,华东,北线,BU-1,云平台,25.62,2025-05-22,2025Q2,直销,SM168,closed
SO203151,C1986,西南,南线,BU-6,AI 助理,5.54,2024-06-01,2024Q2,项目集采,SM192,closed
SO203152,C1683,华中,南线,BU-2,数据中台,199.33,2025-01-26,2025Q1,项目集采,SM196,shipping
SO203153,C2955,华东,东线,BU-5,智能客服,155.78,2025-12-07,2025Q4,渠道,SM148,closed
SO203154,C1279,华北,中线,BU-6,IT 服务,56.78,2025-11-05,2025Q4,直销,SM211,closed
SO203155,C3679,西南,中线,BU-3,IT 服务,3.71,2025-12-12,2025Q4,项目集采,SM138,closed
SO203156,C2190,华南,南线,BU-2,智能客服,9.25,2026-03-27,2026Q1,项目集采,SM229,shipping
SO203157,C1411,华南,东线,BU-3,数据中台,22.323,2026-02-22,2026Q1,项目集采,SM167,closed
SO203158,C2601,华东,东线,BU-2,数据中台,46.23,2025-04-26,2025Q2,电商,SM140,closed
SO203159,C3535,西南,南线,BU-3,IT 服务,6.64,2026-01-15,2026Q1,直销,SM194,closed
SO203160,C1396,华东,中线,BU-4,BSS-OSS,19.43,2025-05-10,2025Q2,项目集采,SM109,shipping
SO203161,C2199,华中,南线,BU-5,BSS-OSS,49.11,2025-04-10,2025Q2,渠道,SM213,closed
SO203162,C1184,华北,中线,BU-1,IT 服务,11.84,2026-02-02,2026Q1,渠道,SM125,closed
SO203163,C2147,华东,中线,BU-2,数据中台,7.6,2025-12-21,2025Q4,直销,SM158,closed
SO203164,C1492,华东,北线,BU-1,智能客服,171.38,2026-01-25,2026Q1,电商,SM137,closed
SO203165,C1506,华东,东线,BU-3,IT 服务,5.71,2025-01-15,2025Q1,渠道,SM205,closed
SO203166,C2223,华南,北线,BU-2,BSS-OSS,21.14,2026-03-15,2026Q1,电商,SM113,closed
SO203167,C1233,华东,东线,BU-4,IT 服务,248.09,2026-02-14,2026Q1,项目集采,SM200,closed
SO203168,C2141,华南,北线,BU-1,数据中台,11.02,2026-01-12,2026Q1,电商,SM148,closed
SO203169,C1176,华东,北线,BU-4,云平台,5.95,2024-05-06,2024Q2,渠道,SM238,closed
SO203170,C2771,华南,东线,BU-3,云平台,128.94,2024-03-11,2024Q1,直销,SM160,closed
SO203171,C1031,华东,东线,BU-1,IT 服务,50.66,2026-02-22,2026Q1,直销,SM182,closed
SO203172,C1310,东北,中线,BU-3,BSS-OSS,39.0,2026-01-08,2026Q1,直销,SM234,closed
SO203173,C1614,华北,中线,BU-2,AI 助理,12.2,2025-03-19,2025Q1,渠道,SM224,closed
SO203174,C2408,华东,北线,BU-3,IT 服务,92.26,2026-03-15,2026Q1,电商,SM166,pending
SO203175,C1300,华东,中线,BU-5,数据中台,86.84,2024-09-02,2024Q3,电商,SM190,closed
SO203176,C2030,华北,北线,BU-3,BSS-OSS,34.63,2026-01-12,2026Q1,电商,SM184,closed
SO203177,C3630,华东,中线,BU-5,IT 服务,42.18,2025-02-17,2025Q1,渠道,SM209,closed
SO203178,C1667,东北,北线,BU-5,云平台,66.21,2025-09-20,2025Q3,直销,SM114,closed
SO203179,C2139,华东,南线,BU-3,BSS-OSS,92.07,2025-06-27,2025Q2,直销,SM249,closed
SO203180,C2784,华中,东线,BU-5,IT 服务,82.92,2026-01-21,2026Q1,渠道,SM228,shipping
SO203181,C1677,华南,南线,BU-3,IT 服务,41.57,2024-08-16,2024Q3,电商,SM146,closed
SO203182,C3354,华北,中线,BU-5,智能客服,4.87,2026-03-05,2026Q1,电商,SM223,pending
SO203183,C3807,华南,中线,BU-2,IT 服务,47.67,2026-03-12,2026Q1,项目集采,SM245,closed
SO203184,C1853,华东,东线,BU-3,AI 助理,74.44,2026-03-08,2026Q1,项目集采,SM185,shipping
SO203185,C1126,西南,东线,BU-2,IT 服务,21.88,2025-08-15,2025Q3,渠道,SM241,closed
SO203186,C1371,华南,中线,BU-5,数据中台,13.59,2024-09-16,2024Q3,项目集采,SM171,closed
SO203187,C1297,华东,南线,BU-6,数据中台,24.38,2024-07-11,2024Q3,渠道,SM214,closed
SO203188,C2252,东北,中线,BU-6,AI 助理,82.0,2024-02-25,2024Q1,直销,SM182,closed
SO203189,C3601,华中,北线,BU-3,数据中台,84.75,2026-02-27,2026Q1,渠道,SM130,closed
SO203190,C2811,华中,南线,BU-4,AI 助理,63.95,2025-08-15,2025Q3,项目集采,SM139,closed
SO203191,C3091,华东,东线,BU-3,云平台,115.66,2024-03-16,2024Q1,电商,SM233,closed
SO203192,C3539,西南,北线,BU-2,BSS-OSS,50.28,2024-08-10,2024Q3,电商,SM121,closed
SO203193,C2526,华东,南线,BU-4,AI 助理,24.78,2026-02-05,2026Q1,项目集采,SM157,closed
SO203194,C1061,华北,北线,BU-2,云平台,225.14,2025-07-27,2025Q3,项目集采,SM186,shipping
SO203195,C2755,华东,东线,BU-2,云平台,18.87,2025-06-13,2025Q2,项目集采,SM187,closed
SO203196,C2200,华中,北线,BU-5,AI 助理,79.31,2025-09-09,2025Q3,电商,SM175,pending
SO203197,C3971,华东,南线,BU-3,数据中台,41.57,2024-09-26,2024Q3,渠道,SM150,closed
SO203198,C1058,华中,中线,BU-3,数据中台,46.08,2026-01-06,2026Q1,渠道,SM153,shipping
SO203199,C1080,华东,中线,BU-2,运营商网关,4.15,2026-01-15,2026Q1,项目集采,SM118,shipping
SO203200,C3231,华北,北线,BU-1,IT 服务,22.74,2026-01-04,2026Q1,电商,SM105,closed
SO203201,C1289,华中,中线,BU-2,IT 服务,122.63,2026-03-03,2026Q1,项目集采,SM132,closed
SO203202,C3352,华北,东线,BU-5,BSS-OSS,83.56,2024-03-18,2024Q1,直销,SM179,closed
SO203203,C2258,华北,北线,BU-5,运营商网关,40.21,2026-02-14,2026Q1,渠道,SM149,closed
SO203204,C3637,西南,北线,BU-3,AI 助理,15.5,2025-06-05,2025Q2,电商,SM150,closed
SO203205,C2950,华中,中线,BU-4,数据中台,39.35,2025-04-06,2025Q2,渠道,SM160,closed
SO203206,C3114,华东,中线,BU-2,云平台,3.33,2024-01-19,2024Q1,直销,SM150,closed
SO203207,C2883,华中,北线,BU-3,IT 服务,54.4,2025-04-03,2025Q2,直销,SM123,closed
SO203208,C1734,华北,南线,BU-6,BSS-OSS,63.16,2024-09-26,2024Q3,渠道,SM136,pending
SO203209,C3956,华中,东线,BU-4,智能客服,190.27,2024-05-24,2024Q2,渠道,SM169,closed
