store_id,store_name,region,city,format,month,weekday_sales,weekend_sales,total_sales,gross_margin,headcount
S2146,门店-0146,华中,南京,标准店,2026-04,51.63,62.83,114.46,0.2692,7
S2146,门店-0146,华中,武汉,标准店,2025-05,76.46,85.69,162.14,0.2631,8
S2146,门店-0146,华中,杭州,标准店,2025-06,183.74,221.84,405.58,0.2873,9
S2146,门店-0146,华中,上海,标准店,2025-07,208.67,185.04,393.71,0.3015,11
S2146,门店-0146,华中,南京,标准店,2025-08,235.19,214.62,449.81,0.1925,7
S2146,门店-0146,华中,重庆,标准店,2025-09,87.05,80.92,167.97,0.1984,6
S2146,门店-0146,华中,重庆,标准店,2025-10,221.24,221.67,442.9,0.2724,8
S2146,门店-0146,华中,成都,标准店,2025-11,129.86,154.94,284.8,0.2615,6
S2146,门店-0146,华中,上海,标准店,2025-12,106.35,137.03,243.38,0.253,7
S2147,门店-0147,华北,北京,便利店,2026-01,151.48,156.33,307.82,0.2158,8
S2147,门店-0147,华北,杭州,便利店,2026-02,207.35,315.86,523.21,0.2423,4
S2147,门店-0147,华北,武汉,便利店,2026-03,264.14,307.99,572.13,0.3103,7
S2147,门店-0147,华北,深圳,便利店,2026-04,219.09,328.6,547.68,0.2466,5
S2147,门店-0147,华北,成都,便利店,2025-05,211.2,185.19,396.39,0.27,9
S2147,门店-0147,华北,深圳,便利店,2025-06,54.3,45.59,99.89,0.294,4
S2147,门店-0147,华北,成都,便利店,2025-07,80.35,116.86,197.2,0.2137,9
S2147,门店-0147,华北,广州,便利店,2025-08,142.62,211.64,354.26,0.3117,10
S2147,门店-0147,华北,广州,便利店,2025-09,195.29,178.69,373.99,0.2667,13
S2147,门店-0147,华北,杭州,便利店,2025-10,127.1,164.27,291.38,0.2845,15
S2147,门店-0147,华北,成都,便利店,2025-11,198.66,316.76,515.42,0.183,10
S2147,门店-0147,华北,北京,便利店,2025-12,172.12,263.52,435.64,0.1951,8
S2148,门店-0148,华北,深圳,旗舰店,2026-01,97.41,80.16,177.57,0.2316,14
S2148,门店-0148,华北,杭州,旗舰店,2026-02,135.56,170.43,305.99,0.2081,8
S2148,门店-0148,华北,成都,旗舰店,2026-03,199.78,310.19,509.97,0.2702,9
S2148,门店-0148,华北,武汉,旗舰店,2026-04,248.82,321.19,570.01,0.2323,10
S2148,门店-0148,华北,广州,旗舰店,2025-05,143.14,228.65,371.78,0.2997,4
S2148,门店-0148,华北,杭州,旗舰店,2025-06,217.92,330.43,548.35,0.2694,12
S2148,门店-0148,华北,深圳,旗舰店,2025-07,166.78,193.33,360.11,0.2448,3
S2148,门店-0148,华北,杭州,旗舰店,2025-08,175.07,193.88,368.95,0.2012,5
S2148,门店-0148,华北,成都,旗舰店,2025-09,72.95,92.51,165.46,0.2556,10
S2148,门店-0148,华北,南京,旗舰店,2025-10,59.57,93.43,153.0,0.2803,12
S2148,门店-0148,华北,深圳,旗舰店,2025-11,101.06,96.05,197.11,0.2698,6
S2148,门店-0148,华北,成都,旗舰店,2025-12,95.17,89.82,185.0,0.1808,5
S2149,门店-0149,东北,深圳,旗舰店,2026-01,58.62,53.97,112.59,0.247,13
S2149,门店-0149,东北,北京,旗舰店,2026-02,260.75,321.61,582.35,0.2467,6
S2149,门店-0149,东北,广州,旗舰店,2026-03,79.72,114.88,194.6,0.2121,8
S2149,门店-0149,东北,成都,旗舰店,2026-04,177.23,153.84,331.07,0.2551,6
S2149,门店-0149,东北,杭州,旗舰店,2025-05,184.24,211.1,395.34,0.1807,9
S2149,门店-0149,东北,北京,旗舰店,2025-06,183.28,230.49,413.77,0.2821,3
S2149,门店-0149,东北,深圳,旗舰店,2025-07,197.11,243.43,440.54,0.3116,4
S2149,门店-0149,东北,上海,旗舰店,2025-08,212.14,199.39,411.54,0.2448,11
S2149,门店-0149,东北,成都,旗舰店,2025-09,161.02,212.0,373.02,0.1913,6
S2149,门店-0149,东北,成都,旗舰店,2025-10,118.45,160.87,279.32,0.2701,11
S2149,门店-0149,东北,杭州,旗舰店,2025-11,268.57,308.49,577.06,0.1991,3
S2149,门店-0149,东北,西安,旗舰店,2025-12,240.48,200.59,441.07,0.3123,10
S2150,门店-0150,华东,杭州,无人店,2026-01,333.23,528.48,861.71,0.2372,14
S2150,门店-0150,华东,重庆,无人店,2026-02,209.91,208.48,418.39,0.2635,13
S2150,门店-0150,华东,深圳,无人店,2026-03,76.65,78.06,154.71,0.2496,12
S2150,门店-0150,华东,上海,无人店,2026-04,217.93,278.49,496.42,0.1908,3
S2150,门店-0150,华东,杭州,无人店,2025-05,131.53,138.45,269.97,0.3276,11
S2150,门店-0150,华东,成都,无人店,2025-06,90.66,122.93,213.59,0.2251,5
S2150,门店-0150,华东,深圳,无人店,2025-07,325.56,276.08,601.63,0.3029,5
S2150,门店-0150,华东,成都,无人店,2025-08,204.79,200.93,405.72,0.1938,13
S2150,门店-0150,华东,上海,无人店,2025-09,262.48,376.03,638.51,0.2597,8
S2150,门店-0150,华东,上海,无人店,2025-10,176.82,193.62,370.44,0.2715,6
S2150,门店-0150,华东,广州,无人店,2025-11,190.6,190.95,381.55,0.209,14
S2150,门店-0150,华东,武汉,无人店,2025-12,347.68,448.8,796.48,0.1896,15
S2151,门店-0151,华中,南京,标准店,2026-01,120.9,126.18,247.09,0.2335,6
S2151,门店-0151,华中,广州,标准店,2026-02,158.88,161.27,320.14,0.2769,9
S2151,门店-0151,华中,广州,标准店,2026-03,234.05,373.19,607.24,0.1828,9
S2151,门店-0151,华中,北京,标准店,2026-04,166.29,203.93,370.22,0.2161,14
S2151,门店-0151,华中,武汉,标准店,2025-05,129.61,190.29,319.9,0.2091,13
S2151,门店-0151,华中,成都,标准店,2025-06,187.54,293.33,480.87,0.2406,12
S2151,门店-0151,华中,重庆,标准店,2025-07,259.05,321.84,580.89,0.2543,4
S2151,门店-0151,华中,广州,标准店,2025-08,99.57,119.74,219.32,0.2554,6
S2151,门店-0151,华中,南京,标准店,2025-09,215.39,293.36,508.75,0.2139,8
S2151,门店-0151,华中,杭州,标准店,2025-10,179.59,160.11,339.7,0.1916,8
S2151,门店-0151,华中,武汉,标准店,2025-11,123.76,160.84,284.6,0.2459,5
S2151,门店-0151,华中,上海,标准店,2025-12,153.35,220.52,373.87,0.223,12
S2152,门店-0152,华中,南京,无人店,2026-01,47.58,48.7,96.28,0.2061,4
S2152,门店-0152,华中,成都,无人店,2026-02,236.79,253.84,490.62,0.275,7
S2152,门店-0152,华中,成都,无人店,2026-03,251.08,314.72,565.79,0.1928,10
S2152,门店-0152,华中,杭州,无人店,2026-04,236.83,217.46,454.29,0.2525,9
S2152,门店-0152,华中,西安,无人店,2025-05,95.19,107.1,202.29,0.3137,13
S2152,门店-0152,华中,西安,无人店,2025-06,46.78,53.93,100.71,0.3008,5
S2152,门店-0152,华中,北京,无人店,2025-07,186.87,252.9,439.78,0.2769,11
S2152,门店-0152,华中,成都,无人店,2025-08,228.13,309.02,537.15,0.304,10
S2152,门店-0152,华中,武汉,无人店,2025-09,235.53,283.53,519.07,0.2065,14
S2152,门店-0152,华中,重庆,无人店,2025-10,152.8,130.51,283.31,0.2664,12
S2152,门店-0152,华中,成都,无人店,2025-11,61.74,97.46,159.2,0.2479,8
S2152,门店-0152,华中,西安,无人店,2025-12,191.34,201.35,392.69,0.3025,8
S2153,门店-0153,华北,杭州,旗舰店,2026-01,172.0,261.07,433.07,0.2703,7
S2153,门店-0153,华北,上海,旗舰店,2026-02,269.52,380.12,649.64,0.2976,15
S2153,门店-0153,华北,广州,旗舰店,2026-03,241.75,351.93,593.69,0.2015,15
S2153,门店-0153,华北,上海,旗舰店,2026-04,224.59,184.85,409.43,0.2471,9
S2153,门店-0153,华北,广州,旗舰店,2025-05,138.53,157.11,295.64,0.2705,14
S2153,门店-0153,华北,广州,旗舰店,2025-06,244.41,310.21,554.62,0.2263,3
S2153,门店-0153,华北,北京,旗舰店,2025-07,180.67,259.76,440.43,0.2806,15
S2153,门店-0153,华北,深圳,旗舰店,2025-08,229.55,354.02,583.57,0.1807,10
S2153,门店-0153,华北,北京,旗舰店,2025-09,48.37,55.96,104.33,0.2873,15
S2153,门店-0153,华北,西安,旗舰店,2025-10,132.16,208.07,340.22,0.3046,11
S2153,门店-0153,华北,重庆,旗舰店,2025-11,224.25,302.18,526.43,0.247,11
S2153,门店-0153,华北,南京,旗舰店,2025-12,259.26,379.79,639.04,0.1997,15
S2154,门店-0154,华中,南京,标准店,2026-01,198.49,173.45,371.94,0.2543,7
S2154,门店-0154,华中,西安,标准店,2026-02,157.33,236.55,393.88,0.2239,6
S2154,门店-0154,华中,成都,标准店,2026-03,45.39,68.74,114.13,0.1824,3
S2154,门店-0154,华中,西安,标准店,2026-04,67.09,92.04,159.13,0.2518,11
S2154,门店-0154,华中,成都,标准店,2025-05,65.94,89.51,155.45,0.27,13
S2154,门店-0154,华中,北京,标准店,2025-06,212.34,268.84,481.18,0.2404,13
S2154,门店-0154,华中,武汉,标准店,2025-07,143.17,121.32,264.49,0.2767,14
S2154,门店-0154,华中,上海,标准店,2025-08,76.24,111.68,187.93,0.2499,10
S2154,门店-0154,华中,上海,标准店,2025-09,234.83,236.48,471.3,0.1922,10
S2154,门店-0154,华中,广州,标准店,2025-10,139.91,160.76,300.67,0.2931,6
S2154,门店-0154,华中,广州,标准店,2025-11,77.41,99.54,176.95,0.2024,3
S2154,门店-0154,华中,成都,标准店,2025-12,109.76,164.05,273.8,0.2438,3
S2155,门店-0155,华北,武汉,旗舰店,2026-01,152.47,167.41,319.88,0.3009,12
S2155,门店-0155,华北,上海,旗舰店,2026-02,96.13,131.58,227.71,0.2868,5
S2155,门店-0155,华北,成都,旗舰店,2026-03,128.9,138.66,267.56,0.2626,5
S2155,门店-0155,华北,广州,旗舰店,2026-04,79.06,76.68,155.74,0.2972,12
S2155,门店-0155,华北,上海,旗舰店,2025-05,168.12,268.33,436.45,0.2125,7
S2155,门店-0155,华北,上海,旗舰店,2025-06,195.91,260.33,456.24,0.2256,13
S2155,门店-0155,华北,北京,旗舰店,2025-07,62.88,88.9,151.78,0.3169,4
S2155,门店-0155,华北,广州,旗舰店,2025-08,92.7,139.68,232.37,0.2939,11
S2155,门店-0155,华北,南京,旗舰店,2025-09,253.56,393.78,647.34,0.242,14
S2155,门店-0155,华北,上海,旗舰店,2025-10,108.18,156.32,264.5,0.3151,4
S2155,门店-0155,华北,深圳,旗舰店,2025-11,223.17,312.92,536.09,0.2821,15
S2155,门店-0155,华北,深圳,旗舰店,2025-12,98.16,140.59,238.76,0.3176,12
S2156,门店-0156,华北,杭州,标准店,2026-01,260.51,393.15,653.66,0.2238,6
S2156,门店-0156,华北,深圳,标准店,2026-02,69.57,82.2,151.77,0.2486,13
S2156,门店-0156,华北,广州,标准店,2026-03,254.46,208.52,462.98,0.2836,6
S2156,门店-0156,华北,重庆,标准店,2026-04,73.49,75.57,149.05,0.2109,12
S2156,门店-0156,华北,北京,标准店,2025-05,228.77,306.04,534.81,0.187,13
S2156,门店-0156,华北,南京,标准店,2025-06,141.89,194.41,336.3,0.252,13
S2156,门店-0156,华北,西安,标准店,2025-07,83.28,67.69,150.97,0.2945,15
S2156,门店-0156,华北,北京,标准店,2025-08,82.62,119.15,201.77,0.2128,7
S2156,门店-0156,华北,成都,标准店,2025-09,84.82,92.18,177.0,0.1979,3
S2156,门店-0156,华北,成都,标准店,2025-10,169.13,180.14,349.26,0.2502,8
S2156,门店-0156,华北,深圳,标准店,2025-11,249.35,294.12,543.47,0.2377,13
S2156,门店-0156,华北,深圳,标准店,2025-12,125.87,166.69,292.56,0.2141,3
S2157,门店-0157,华南,杭州,无人店,2026-01,264.23,406.18,670.4,0.1995,6
S2157,门店-0157,华南,西安,无人店,2026-02,281.62,395.17,676.78,0.3317,11
S2157,门店-0157,华南,深圳,无人店,2026-03,348.81,344.69,693.5,0.2023,7
S2157,门店-0157,华南,北京,无人店,2026-04,354.24,444.77,799.01,0.2039,11
S2157,门店-0157,华南,成都,无人店,2025-05,67.74,80.94,148.67,0.2833,11
S2157,门店-0157,华南,上海,无人店,2025-06,123.2,144.48,267.69,0.209,7
S2157,门店-0157,华南,广州,无人店,2025-07,210.65,329.77,540.42,0.2902,4
S2157,门店-0157,华南,成都,无人店,2025-08,75.82,91.73,167.55,0.2773,7
S2157,门店-0157,华南,深圳,无人店,2025-09,336.86,520.69,857.55,0.3205,12
S2157,门店-0157,华南,广州,无人店,2025-10,202.16,252.1,454.27,0.2931,5
S2157,门店-0157,华南,成都,无人店,2025-11,187.07,267.13,454.19,0.2545,6
S2157,门店-0157,华南,广州,无人店,2025-12,163.26,180.66,343.91,0.2108,3
S2158,门店-0158,华南,上海,旗舰店,2026-01,237.1,268.79,505.88,0.2018,4
S2158,门店-0158,华南,深圳,旗舰店,2026-02,215.1,198.17,413.27,0.3108,14
S2158,门店-0158,华南,重庆,旗舰店,2026-03,349.58,347.04,696.62,0.2173,12
S2158,门店-0158,华南,北京,旗舰店,2026-04,224.64,223.72,448.36,0.3353,4
S2158,门店-0158,华南,杭州,旗舰店,2025-05,118.45,129.09,247.54,0.297,10
S2158,门店-0158,华南,武汉,旗舰店,2025-06,149.91,155.67,305.58,0.3082,8
S2158,门店-0158,华南,南京,旗舰店,2025-07,279.42,438.23,717.65,0.3073,5
S2158,门店-0158,华南,北京,旗舰店,2025-08,253.34,240.24,493.58,0.204,7
S2158,门店-0158,华南,杭州,旗舰店,2025-09,108.81,156.46,265.26,0.1925,13
S2158,门店-0158,华南,武汉,旗舰店,2025-10,71.18,109.24,180.42,0.2018,5
S2158,门店-0158,华南,西安,旗舰店,2025-11,212.25,302.73,514.97,0.3041,8
S2158,门店-0158,华南,杭州,旗舰店,2025-12,82.0,120.85,202.85,0.2919,12
S2159,门店-0159,华北,北京,便利店,2026-01,155.02,174.16,329.18,0.2328,8
S2159,门店-0159,华北,深圳,便利店,2026-02,252.85,243.33,496.17,0.2996,8
S2159,门店-0159,华北,上海,便利店,2026-03,220.03,235.6,455.62,0.1979,14
S2159,门店-0159,华北,北京,便利店,2026-04,175.2,233.96,409.16,0.3163,11
S2159,门店-0159,华北,重庆,便利店,2025-05,176.24,146.42,322.67,0.2905,4
S2159,门店-0159,华北,武汉,便利店,2025-06,264.51,335.23,599.74,0.3054,15
S2159,门店-0159,华北,西安,便利店,2025-07,134.82,114.44,249.26,0.1931,7
S2159,门店-0159,华北,成都,便利店,2025-08,207.1,166.02,373.12,0.2549,3
S2159,门店-0159,华北,南京,便利店,2025-09,189.72,288.17,477.89,0.2143,5
S2159,门店-0159,华北,广州,便利店,2025-10,135.28,215.28,350.56,0.2217,5
S2159,门店-0159,华北,深圳,便利店,2025-11,120.4,97.17,217.57,0.2039,9
S2159,门店-0159,华北,北京,便利店,2025-12,220.48,223.29,443.77,0.1883,4
S2160,门店-0160,东北,重庆,标准店,2026-01,163.7,214.46,378.15,0.316,9
S2160,门店-0160,东北,成都,标准店,2026-02,222.57,232.26,454.83,0.1996,15
S2160,门店-0160,东北,南京,标准店,2026-03,184.99,241.15,426.14,0.3126,12
S2160,门店-0160,东北,武汉,标准店,2026-04,132.24,166.06,298.3,0.3198,7
S2160,门店-0160,东北,深圳,标准店,2025-05,108.48,142.29,250.77,0.3061,4
S2160,门店-0160,东北,南京,标准店,2025-06,128.41,147.35,275.76,0.2035,5
S2160,门店-0160,东北,广州,标准店,2025-07,119.41,138.28,257.69,0.2121,6
S2160,门店-0160,东北,重庆,标准店,2025-08,260.11,341.22,601.33,0.2278,4
S2160,门店-0160,东北,重庆,标准店,2025-09,139.4,152.82,292.22,0.3087,7
S2160,门店-0160,东北,西安,标准店,2025-10,145.2,170.23,315.44,0.1992,5
S2160,门店-0160,东北,北京,标准店,2025-11,85.89,79.85,165.74,0.2305,4
S2160,门店-0160,东北,杭州,标准店,2025-12,141.06,153.39,294.44,0.1998,6
S2161,门店-0161,华北,成都,无人店,2026-01,209.29,205.31,414.6,0.1982,11
S2161,门店-0161,华北,武汉,无人店,2026-02,191.54,173.13,364.68,0.2871,4
S2161,门店-0161,华北,成都,无人店,2026-03,115.82,168.9,284.72,0.2028,10
S2161,门店-0161,华北,北京,无人店,2026-04,240.85,364.54,605.38,0.3132,10
S2161,门店-0161,华北,成都,无人店,2025-05,268.85,383.68,652.54,0.254,8
S2161,门店-0161,华北,杭州,无人店,2025-06,137.73,167.05,304.77,0.2122,14
S2161,门店-0161,华北,武汉,无人店,2025-07,209.34,327.36,536.7,0.2954,7
S2161,门店-0161,华北,杭州,无人店,2025-08,233.64,293.07,526.71,0.2478,3
S2161,门店-0161,华北,重庆,无人店,2025-09,130.16,192.5,322.66,0.2206,12
S2161,门店-0161,华北,杭州,无人店,2025-10,243.96,268.48,512.43,0.2673,11
S2161,门店-0161,华北,广州,无人店,2025-11,192.21,208.67,400.87,0.242,12
S2161,门店-0161,华北,杭州,无人店,2025-12,254.77,257.32,512.09,0.1962,5
S2162,门店-0162,华北,北京,标准店,2026-01,122.0,188.78,310.77,0.2009,15
S2162,门店-0162,华北,重庆,标准店,2026-02,209.08,255.78,464.86,0.2444,12
S2162,门店-0162,华北,武汉,标准店,2026-03,245.87,226.31,472.18,0.2148,4
S2162,门店-0162,华北,重庆,标准店,2026-04,220.09,183.31,403.4,0.3177,10
S2162,门店-0162,华北,重庆,标准店,2025-05,127.29,105.08,232.38,0.2893,4
S2162,门店-0162,华北,深圳,标准店,2025-06,186.84,215.92,402.76,0.3014,10
S2162,门店-0162,华北,武汉,标准店,2025-07,226.78,229.62,456.4,0.2116,14
S2162,门店-0162,华北,深圳,标准店,2025-08,101.57,85.18,186.75,0.2513,13
S2162,门店-0162,华北,武汉,标准店,2025-09,250.65,295.04,545.69,0.2299,5
S2162,门店-0162,华北,广州,标准店,2025-10,202.64,169.56,372.2,0.2933,3
S2162,门店-0162,华北,北京,标准店,2025-11,146.99,152.08,299.08,0.2252,13
S2162,门店-0162,华北,上海,标准店,2025-12,127.84,123.64,251.48,0.27,10
S2163,门店-0163,华南,深圳,标准店,2026-01,205.47,313.8,519.27,0.2567,10
S2163,门店-0163,华南,南京,标准店,2026-02,214.02,271.19,485.22,0.2263,9
S2163,门店-0163,华南,上海,标准店,2026-03,141.52,178.55,320.07,0.2167,15
S2163,门店-0163,华南,深圳,标准店,2026-04,123.18,146.73,269.91,0.2589,12
S2163,门店-0163,华南,北京,标准店,2025-05,183.84,172.6,356.44,0.2455,10
S2163,门店-0163,华南,广州,标准店,2025-06,290.76,316.03,606.79,0.2285,15
S2163,门店-0163,华南,杭州,标准店,2025-07,356.37,338.31,694.68,0.3087,10
S2163,门店-0163,华南,成都,标准店,2025-08,219.49,224.97,444.46,0.2328,14
S2163,门店-0163,华南,北京,标准店,2025-09,193.99,296.08,490.07,0.3272,7
S2163,门店-0163,华南,北京,标准店,2025-10,133.02,198.79,331.82,0.2622,8
S2163,门店-0163,华南,北京,标准店,2025-11,66.09,83.61,149.71,0.2751,3
S2163,门店-0163,华南,杭州,标准店,2025-12,346.4,524.19,870.58,0.2328,14
S2164,门店-0164,华北,杭州,标准店,2026-01,67.15,95.82,162.97,0.2104,8
S2164,门店-0164,华北,北京,标准店,2026-02,109.62,115.86,225.48,0.2262,4
S2164,门店-0164,华北,南京,标准店,2026-03,174.7,186.07,360.78,0.2922,14
S2164,门店-0164,华北,深圳,标准店,2026-04,83.35,72.57,155.92,0.2826,10
S2164,门店-0164,华北,杭州,标准店,2025-05,213.55,238.69,452.24,0.2779,4
S2164,门店-0164,华北,北京,标准店,2025-06,212.74,301.66,514.4,0.1805,15
S2164,门店-0164,华北,上海,标准店,2025-07,202.6,323.99,526.59,0.2018,15
S2164,门店-0164,华北,上海,标准店,2025-08,177.41,178.19,355.6,0.3151,10
S2164,门店-0164,华北,北京,标准店,2025-09,219.47,255.75,475.22,0.3048,15
S2164,门店-0164,华北,深圳,标准店,2025-10,256.48,340.13,596.61,0.2211,3
S2164,门店-0164,华北,杭州,标准店,2025-11,235.2,353.77,588.97,0.2259,4
S2164,门店-0164,华北,西安,标准店,2025-12,143.19,184.76,327.95,0.3061,9
S2165,门店-0165,华南,北京,无人店,2026-01,248.55,361.81,610.37,0.1959,8
S2165,门店-0165,华南,武汉,无人店,2026-02,331.87,371.56,703.43,0.2631,9
S2165,门店-0165,华南,广州,无人店,2026-03,150.02,159.77,309.79,0.2928,6
S2165,门店-0165,华南,北京,无人店,2026-04,177.8,242.7,420.5,0.3062,9
S2165,门店-0165,华南,武汉,无人店,2025-05,226.38,268.65,495.03,0.2632,12
S2165,门店-0165,华南,西安,无人店,2025-06,151.0,144.37,295.37,0.3047,4
S2165,门店-0165,华南,南京,无人店,2025-07,291.85,364.13,655.98,0.195,13
S2165,门店-0165,华南,武汉,无人店,2025-08,113.83,133.55,247.38,0.2059,11
S2165,门店-0165,华南,上海,无人店,2025-09,75.88,63.8,139.68,0.2161,5
S2165,门店-0165,华南,广州,无人店,2025-10,298.48,458.87,757.35,0.2662,5
S2165,门店-0165,华南,成都,无人店,2025-11,265.98,384.3,650.28,0.2463,14
S2165,门店-0165,华南,西安,无人店,2025-12,166.08,251.89,417.97,0.2895,15
S2166,门店-0166,东北,杭州,标准店,2026-01,228.91,292.34,521.26,0.2194,3
S2166,门店-0166,东北,深圳,标准店,2026-02,194.09,297.54,491.62,0.3064,3
S2166,门店-0166,东北,成都,标准店,2026-03,118.25,113.62,231.86,0.2289,10
S2166,门店-0166,东北,上海,标准店,2026-04,62.37,53.07,115.43,0.3079,10
S2166,门店-0166,东北,深圳,标准店,2025-05,74.06,115.73,189.79,0.2229,13
S2166,门店-0166,东北,上海,标准店,2025-06,159.9,231.21,391.11,0.2757,13
S2166,门店-0166,东北,重庆,标准店,2025-07,244.3,350.31,594.61,0.3086,3
S2166,门店-0166,东北,北京,标准店,2025-08,166.33,192.85,359.18,0.2562,4
S2166,门店-0166,东北,上海,标准店,2025-09,86.15,104.21,190.37,0.3076,8
S2166,门店-0166,东北,重庆,标准店,2025-10,127.35,158.29,285.64,0.2147,9
S2166,门店-0166,东北,重庆,标准店,2025-11,166.76,156.64,323.4,0.1871,13
S2166,门店-0166,东北,上海,标准店,2025-12,48.94,71.66,120.6,0.2883,12
S2167,门店-0167,华东,北京,旗舰店,2026-01,303.96,284.0,587.96,0.3108,5
S2167,门店-0167,华东,重庆,旗舰店,2026-02,314.6,457.66,772.26,0.3054,6
S2167,门店-0167,华东,上海,旗舰店,2026-03,283.66,377.13,660.79,0.302,11
S2167,门店-0167,华东,南京,旗舰店,2026-04,311.81,281.77,593.58,0.1966,14
S2167,门店-0167,华东,武汉,旗舰店,2025-05,313.5,386.74,700.25,0.1995,6
S2167,门店-0167,华东,南京,旗舰店,2025-06,313.99,253.79,567.78,0.2622,9
S2167,门店-0167,华东,重庆,旗舰店,2025-07,328.67,507.05,835.72,0.2734,7
S2167,门店-0167,华东,北京,旗舰店,2025-08,244.33,225.4,469.73,0.2946,13
S2167,门店-0167,华东,西安,旗舰店,2025-09,188.07,162.14,350.21,0.3137,10
S2167,门店-0167,华东,北京,旗舰店,2025-10,339.18,324.12,663.3,0.2449,8
S2167,门店-0167,华东,北京,旗舰店,2025-11,85.53,106.38,191.91,0.1993,4
S2167,门店-0167,华东,武汉,旗舰店,2025-12,259.24,344.89,604.13,0.2708,12
S2168,门店-0168,西南,西安,便利店,2026-01,118.47,126.45,244.92,0.25,10
S2168,门店-0168,西南,北京,便利店,2026-02,190.03,175.54,365.57,0.314,10
S2168,门店-0168,西南,杭州,便利店,2026-03,220.75,307.45,528.19,0.2037,5
S2168,门店-0168,西南,南京,便利店,2026-04,84.89,90.12,175.01,0.255,3
S2168,门店-0168,西南,北京,便利店,2025-05,177.33,174.54,351.87,0.2026,11
S2168,门店-0168,西南,成都,便利店,2025-06,146.24,161.66,307.9,0.3079,13
S2168,门店-0168,西南,重庆,便利店,2025-07,84.7,111.81,196.51,0.1955,10
S2168,门店-0168,西南,武汉,便利店,2025-08,74.21,92.08,166.28,0.189,7
S2168,门店-0168,西南,北京,便利店,2025-09,260.18,209.23,469.41,0.2731,15
S2168,门店-0168,西南,上海,便利店,2025-10,199.98,213.43,413.42,0.2007,10
S2168,门店-0168,西南,杭州,便利店,2025-11,193.43,264.75,458.18,0.2763,9
S2168,门店-0168,西南,成都,便利店,2025-12,222.95,245.42,468.37,0.2068,3
S2169,门店-0169,华东,重庆,无人店,2026-01,293.11,372.3,665.41,0.3195,4
S2169,门店-0169,华东,武汉,无人店,2026-02,196.8,192.74,389.55,0.2387,14
S2169,门店-0169,华东,成都,无人店,2026-03,327.05,442.98,770.02,0.2906,3
S2169,门店-0169,华东,重庆,无人店,2026-04,140.5,124.09,264.59,0.1931,8
S2169,门店-0169,华东,西安,无人店,2025-05,144.28,227.87,372.16,0.3125,10
S2169,门店-0169,华东,深圳,无人店,2025-06,342.41,402.77,745.19,0.2976,10
S2169,门店-0169,华东,西安,无人店,2025-07,304.6,397.13,701.72,0.2982,14
S2169,门店-0169,华东,深圳,无人店,2025-08,173.55,244.02,417.58,0.257,3
S2169,门店-0169,华东,广州,无人店,2025-09,294.93,445.68,740.61,0.2427,12
S2169,门店-0169,华东,武汉,无人店,2025-10,316.77,337.37,654.14,0.1904,12
S2169,门店-0169,华东,武汉,无人店,2025-11,179.84,183.91,363.75,0.2986,14
S2169,门店-0169,华东,深圳,无人店,2025-12,105.3,101.0,206.3,0.2993,3
S2170,门店-0170,华东,上海,标准店,2026-01,101.09,145.88,246.97,0.3002,8
S2170,门店-0170,华东,南京,标准店,2026-02,295.68,296.02,591.7,0.2868,5
S2170,门店-0170,华东,广州,标准店,2026-03,338.86,445.96,784.81,0.198,6
S2170,门店-0170,华东,西安,标准店,2026-04,77.77,90.36,168.13,0.2461,15
S2170,门店-0170,华东,重庆,标准店,2025-05,198.67,255.79,454.46,0.2522,5
S2170,门店-0170,华东,广州,标准店,2025-06,199.74,219.63,419.37,0.1927,5
S2170,门店-0170,华东,北京,标准店,2025-07,359.75,445.2,804.94,0.2148,9
S2170,门店-0170,华东,杭州,标准店,2025-08,248.66,323.32,571.97,0.2645,4
S2170,门店-0170,华东,北京,标准店,2025-09,275.41,431.36,706.77,0.3022,11
S2170,门店-0170,华东,深圳,标准店,2025-10,306.24,462.85,769.09,0.3118,11
S2170,门店-0170,华东,广州,标准店,2025-11,327.94,490.54,818.48,0.2864,12
S2170,门店-0170,华东,重庆,标准店,2025-12,306.5,401.4,707.9,0.2244,10
S2171,门店-0171,华中,北京,标准店,2026-01,136.55,189.61,326.16,0.2814,6
S2171,门店-0171,华中,广州,标准店,2026-02,136.97,123.51,260.49,0.211,10
S2171,门店-0171,华中,深圳,标准店,2026-03,199.08,165.13,364.2,0.197,6
S2171,门店-0171,华中,深圳,标准店,2026-04,268.26,221.77,490.03,0.2205,11
S2171,门店-0171,华中,杭州,标准店,2025-05,164.8,141.34,306.13,0.2609,4
S2171,门店-0171,华中,重庆,标准店,2025-06,131.13,195.49,326.62,0.3158,10
S2171,门店-0171,华中,重庆,标准店,2025-07,228.43,339.69,568.13,0.1873,5
S2171,门店-0171,华中,重庆,标准店,2025-08,242.8,362.07,604.87,0.2519,3
S2171,门店-0171,华中,深圳,标准店,2025-09,80.91,125.89,206.79,0.2141,14
S2171,门店-0171,华中,上海,标准店,2025-10,208.7,236.78,445.48,0.213,14
S2171,门店-0171,华中,北京,标准店,2025-11,168.1,163.5,331.6,0.2727,15
S2171,门店-0171,华中,深圳,标准店,2025-12,152.4,208.88,361.28,0.2671,3
S2172,门店-0172,华北,西安,旗舰店,2026-01,145.56,126.32,271.88,0.1815,10
S2172,门店-0172,华北,杭州,旗舰店,2026-02,106.27,112.54,218.82,0.27,7
