employee_id,bu_id,department,skill_tags,has_ai_skill,cert_count,has_cert,main_cert,hire_date,tenure_years,manager_id,performance_score,salary_band,region,gender,age,is_active,leave_date
E11544,BU-5,财务,审计|运营|Spark|BD,0,0,0,,2021-05-05,10.77,M153,3.37,P4,华中,男,22,1,
E11545,BU-6,HR,财务|AI/ML|审计|运营,1,0,0,,2021-01-01,7.8,M151,4.35,P3,华中,男,36,1,
E11546,BU-6,HR,K8s,0,0,0,,2023-12-24,4.66,M186,3.52,P4,华中,男,29,1,
E11547,BU-1,财务,React,0,0,0,,2023-03-24,9.13,M132,3.18,P6,华北,男,38,1,
E11548,BU-5,研发,AI/ML|BD|React,1,0,0,,2024-02-01,4.77,M153,2.68,P6,华南,女,41,1,
E11549,BU-5,研发,审计|Java|Python,0,0,0,,2020-11-14,1.99,M131,2.58,P4,华东,女,38,1,
E11550,BU-5,研发,AI/ML,1,0,0,,2024-06-01,2.22,M161,2.86,P5,东北,女,25,1,
E11551,BU-5,HR,Python|Go|AI/ML|审计,1,0,0,,2024-11-18,2.03,M107,3.75,P5,西南,女,43,1,
E11552,BU-2,研发,运营|审计|React,0,0,0,,2023-10-25,5.51,M155,3.79,P5,华中,男,33,1,
E11553,BU-5,产品,Java,0,0,0,,2021-07-30,1.74,M157,3.51,P6,西南,男,37,1,
E11554,BU-3,研发,AI/ML,1,0,0,,2020-05-03,4.79,M107,3.07,P5,华东,女,27,1,
E11555,BU-2,财务,Go|审计,0,0,0,,2021-08-05,21.05,M137,3.8,P6,华北,女,25,1,
E11556,BU-2,运营,Go|Spark,0,0,0,,2022-08-31,1.18,M108,2.8,P3,东北,男,31,1,
E11557,BU-3,研发,React,0,0,0,,2024-06-18,6.29,M177,3.92,P6,西南,女,22,1,
E11558,BU-3,财务,Go|PM|Java,0,0,0,,2020-05-23,2.16,M140,4.26,P5,华南,女,36,1,
E11559,BU-1,运营,Go|K8s|运营|PM,0,0,0,,2021-03-29,4.12,M166,3.97,P4,华北,男,34,1,
E11560,BU-5,研发,K8s|Go,0,0,0,,2020-06-27,0.19,M128,3.02,P6,西南,女,28,1,
E11561,BU-5,研发,Spark,0,0,0,,2020-11-22,11.77,M153,3.4,P3,华北,男,24,1,
E11562,BU-2,销售,Python|审计,0,2,1,PMP,2020-05-16,0.14,M104,2.91,P3,西南,男,37,1,
E11563,BU-4,运营,Spark|BD|PM|财务,0,0,0,,2022-07-05,10.97,M106,3.38,P3,华南,男,43,1,
E11564,BU-3,运营,K8s|Java|运营,0,0,0,,2022-05-18,0.45,M177,2.82,P4,华南,女,36,1,
E11565,BU-6,市场,BD|Spark|AI/ML|审计,1,0,0,,2022-08-17,0.7,M164,3.97,P6,华东,女,46,1,
E11566,BU-4,HR,AI/ML|BD|财务,1,0,0,,2020-03-07,2.13,M108,3.49,P7,华中,男,31,1,
E11567,BU-4,研发,Spark,0,0,0,,2021-03-09,0.22,M163,3.2,P4,东北,女,33,1,
E11568,BU-1,销售,运营|K8s,0,0,0,,2021-09-26,1.72,M191,3.37,P4,华北,女,37,0,
E11569,BU-2,销售,AI/ML,1,0,0,,2021-09-24,2.72,M183,3.37,P6,华北,男,23,1,
E11570,BU-4,销售,财务,0,0,0,,2024-03-05,10.24,M109,3.28,P4,华北,女,46,1,
E11571,BU-1,HR,运营,0,0,0,,2023-02-05,1.09,M113,3.2,P5,东北,女,29,1,
E11572,BU-6,财务,PM|Spark|审计|Python,0,0,0,,2024-07-11,1.6,M172,4.1,P7,华北,女,22,1,
E11573,BU-6,财务,React|AI/ML|Python|Go,1,0,0,,2023-02-08,1.15,M164,3.72,P5,华东,男,30,1,
E11574,BU-6,产品,Java|Spark,0,0,0,,2023-07-19,5.58,M189,4.04,P5,华中,男,33,1,
E11575,BU-6,市场,财务|Python|PM|Go,0,0,0,,2021-04-19,1.13,M184,4.86,P3,华中,男,36,1,
E11576,BU-2,运营,Python,0,0,0,,2022-03-16,2.03,M127,3.5,P3,东北,女,33,1,
E11577,BU-6,研发,React,0,1,1,TensorFlow,2023-10-08,7.18,M114,3.51,P7,华北,男,41,1,
E11578,BU-6,运营,Python|Java,0,2,1,TensorFlow,2020-07-02,10.58,M166,3.62,P7,华南,女,22,1,
E11579,BU-1,HR,BD,0,1,1,CFA,2022-04-22,0.4,M127,3.43,P5,华东,女,22,1,
E11580,BU-3,销售,React|Python|运营,0,0,0,,2020-10-09,3.3,M132,4.17,P7,华东,男,44,1,
E11581,BU-3,运营,审计|Java|Spark|财务,0,1,1,PMP,2024-01-09,1.93,M185,3.65,P6,西南,男,46,1,
E11582,BU-1,运营,AI/ML|K8s,1,0,0,,2021-10-06,0.97,M154,2.98,P4,东北,男,41,1,
E11583,BU-5,财务,PM|BD|审计|AI/ML,1,0,0,,2023-04-18,4.41,M135,4.39,P4,华南,女,38,1,
E11584,BU-3,市场,Go|PM|React,0,0,0,,2021-07-27,4.15,M113,2.9,P4,华东,男,34,1,
E11585,BU-3,产品,Go|AI/ML|Spark|K8s,1,0,0,,2022-06-15,0.12,M118,3.25,P3,华东,男,39,1,
E11586,BU-2,HR,审计|Python|PM|Java,0,3,1,K8s-CKA,2020-09-24,11.61,M145,3.82,P4,华东,女,26,1,
E11587,BU-6,HR,财务|K8s|React,0,0,0,,2022-11-01,1.59,M147,2.68,P3,华南,女,39,1,
E11588,BU-6,财务,BD,0,0,0,,2023-07-13,2.38,M132,3.63,P5,华东,女,44,1,
E11589,BU-1,HR,Spark|React|财务|Go,0,0,0,,2023-09-16,1.1,M169,3.55,P4,华北,男,25,1,
E11590,BU-5,HR,BD,0,0,0,,2022-07-17,2.15,M172,2.94,P7,华东,女,39,1,
E11591,BU-1,市场,React|运营,0,0,0,,2023-02-25,6.51,M142,4.25,P5,华东,女,48,1,
E11592,BU-1,研发,Go|PM,0,0,0,,2022-10-09,0.54,M181,3.6,P7,华北,女,48,1,
E11593,BU-6,市场,Spark|BD|Go,0,0,0,,2024-02-15,0.48,M117,3.0,P5,华中,男,29,1,
E11594,BU-6,客服,运营,0,1,1,Oracle DBA,2021-12-26,0.1,M170,4.07,P4,华东,女,37,1,
E11595,BU-1,研发,Java|BD|财务|运营,0,1,1,PMP,2020-05-05,0.8,M180,3.63,P5,西南,女,27,1,
E11596,BU-3,HR,Python|Java,0,0,0,,2023-03-04,2.8,M177,2.71,P6,东北,女,26,1,
E11597,BU-5,财务,PM|Go|BD,0,0,0,,2023-09-16,0.73,M187,3.73,P4,华北,男,35,1,
E11598,BU-5,运营,Go,0,3,1,CFA,2021-03-28,2.38,M104,2.24,P5,华东,男,22,1,
E11599,BU-1,销售,PM|运营|Go|BD,0,0,0,,2020-08-14,7.4,M197,3.41,P6,华中,女,40,1,
E11600,BU-5,HR,Python|Go|财务,0,0,0,,2024-02-04,3.11,M118,2.75,P6,东北,男,25,1,
E11601,BU-4,财务,PM|React,0,0,0,,2021-08-23,0.77,M160,4.78,P6,华南,女,30,1,
E11602,BU-2,客服,Java|审计,0,0,0,,2020-07-07,0.31,M136,4.85,P6,华北,女,22,1,
E11603,BU-4,客服,React|BD|运营|Go,0,3,1,TensorFlow,2020-09-09,6.73,M110,3.81,P6,华北,男,40,1,
E11604,BU-3,研发,React,0,0,0,,2022-08-14,1.06,M159,4.14,P7,华北,男,25,1,
E11605,BU-1,销售,K8s|Go|BD|PM,0,0,0,,2023-06-12,9.09,M192,3.03,P7,华中,男,26,1,
E11606,BU-5,客服,PM|运营,0,0,0,,2024-10-27,5.16,M131,4.35,P4,东北,女,35,1,
E11607,BU-6,财务,AI/ML,1,2,1,Oracle DBA,2024-03-16,6.54,M130,2.39,P6,华南,男,22,1,
E11608,BU-4,客服,AI/ML|审计|React,1,0,0,,2021-11-27,3.4,M188,3.1,P6,华北,男,39,1,
E11609,BU-5,HR,BD|财务,0,0,0,,2022-04-24,0.7,M136,3.42,P6,西南,男,32,1,
E11610,BU-2,HR,Go,0,0,0,,2022-02-06,1.81,M176,3.28,P6,华东,男,24,1,
E11611,BU-5,研发,Spark|AI/ML,1,0,0,,2024-08-06,0.27,M136,3.91,P5,华北,女,29,1,
E11612,BU-4,HR,Python|React,0,0,0,,2021-05-21,2.83,M113,3.56,P7,华南,女,22,1,
E11613,BU-1,产品,BD|Go|运营|React,0,0,0,,2024-01-06,0.16,M137,2.39,P4,华南,女,29,1,
E11614,BU-6,运营,PM,0,0,0,,2022-04-25,0.92,M132,3.67,P3,东北,女,37,1,
E11615,BU-6,HR,审计|PM|K8s,0,0,0,,2022-12-18,2.9,M147,3.55,P7,华北,女,34,1,
E11616,BU-3,产品,Python|K8s,0,0,0,,2022-07-26,1.22,M145,2.46,P3,华南,男,23,1,
E11617,BU-6,产品,财务|K8s|AI/ML,1,0,0,,2022-09-24,3.13,M131,3.2,P6,西南,女,34,1,
E11618,BU-5,财务,PM,0,0,0,,2023-07-27,0.1,M181,2.94,P6,华南,女,37,1,
E11619,BU-3,研发,Python,0,0,0,,2024-10-11,2.54,M116,4.13,P6,西南,男,25,0,
E11620,BU-6,财务,Java|K8s|Python|审计,0,0,0,,2024-05-22,1.29,M117,3.68,P4,华南,女,34,1,
E11621,BU-1,客服,K8s,0,0,0,,2021-10-01,0.1,M163,3.24,P4,华南,女,31,1,
E11622,BU-3,HR,Spark|审计,0,2,1,Oracle DBA,2024-06-09,0.35,M101,4.6,P5,华东,男,35,1,
E11623,BU-4,运营,Spark,0,0,0,,2020-11-07,2.9,M117,3.42,P3,华北,女,41,1,
E11624,BU-2,市场,AI/ML|BD|PM,1,0,0,,2020-12-24,1.51,M199,3.43,P7,华东,女,41,1,
E11625,BU-1,市场,Go|Java|PM|Spark,0,0,0,,2023-05-07,11.59,M149,3.37,P3,华中,男,36,1,
E11626,BU-1,运营,K8s|财务,0,0,0,,2020-01-05,0.59,M166,3.63,P7,华南,男,43,1,
E11627,BU-5,财务,K8s|运营|PM|Spark,0,0,0,,2023-09-25,0.74,M175,3.26,P7,东北,女,34,1,
E11628,BU-2,运营,AI/ML|BD|Spark,1,0,0,,2023-05-22,6.85,M161,3.95,P3,华东,女,32,1,
E11629,BU-2,研发,运营|K8s|财务,0,0,0,,2020-12-01,12.11,M136,3.81,P7,西南,女,40,1,
E11630,BU-5,HR,PM|BD,0,0,0,,2023-06-12,6.48,M149,3.37,P5,东北,女,37,1,
E11631,BU-1,客服,审计,0,2,1,CFA,2021-01-19,8.05,M118,3.2,P4,西南,女,30,1,
E11632,BU-6,HR,BD|Spark,0,0,0,,2023-11-02,1.21,M105,3.29,P7,华北,女,35,1,
E11633,BU-2,研发,AI/ML|Java|财务,1,0,0,,2020-02-18,4.75,M115,3.14,P4,华北,女,27,1,
E11634,BU-5,销售,React|运营,0,0,0,,2024-01-23,3.67,M174,2.99,P7,东北,男,28,1,
E11635,BU-6,市场,财务|运营|Java,0,3,1,CFA,2022-12-11,3.52,M140,3.98,P3,华东,女,33,1,
E11636,BU-4,市场,React,0,0,0,,2021-10-09,2.86,M145,4.27,P3,华东,女,42,1,
E11637,BU-6,客服,Go|PM|Python,0,1,1,Oracle DBA,2021-02-19,2.44,M102,4.38,P7,华中,男,38,1,
E11638,BU-1,市场,运营|React,0,2,1,PMP,2020-10-19,3.3,M197,3.92,P5,华东,女,29,1,
E11639,BU-5,产品,K8s,0,1,1,Oracle DBA,2023-06-20,1.82,M186,3.28,P4,华北,女,26,1,
E11640,BU-1,市场,Spark|Java|PM,0,0,0,,2024-05-28,10.34,M182,2.9,P6,华东,男,31,1,
E11641,BU-3,财务,财务|Spark|运营,0,2,1,CFA,2021-10-13,3.06,M190,2.67,P6,华中,男,22,1,
E11642,BU-2,财务,Java,0,3,1,K8s-CKA,2021-11-02,2.05,M175,4.0,P3,东北,男,30,1,
E11643,BU-1,客服,PM|审计|Spark,0,3,1,K8s-CKA,2022-03-23,1.17,M174,3.93,P4,西南,女,43,1,
E11644,BU-4,客服,运营|AI/ML,1,0,0,,2021-06-04,0.23,M125,3.25,P3,华东,男,23,1,
E11645,BU-3,产品,Spark|PM,0,0,0,,2022-09-09,1.51,M198,3.86,P3,华北,男,40,1,
E11646,BU-3,运营,Python|AI/ML|财务|审计,1,0,0,,2021-12-23,1.81,M181,2.33,P5,华南,女,40,1,
E11647,BU-4,市场,审计|Python|Go|React,0,0,0,,2024-01-20,2.81,M132,3.23,P4,西南,女,47,1,
E11648,BU-1,客服,Go|BD,0,2,1,TensorFlow,2020-12-24,2.31,M109,2.56,P5,华中,女,31,1,
E11649,BU-5,运营,财务|Spark,0,0,0,,2023-06-06,1.91,M159,3.64,P7,华南,女,31,1,
E11650,BU-3,HR,BD|财务|React|运营,0,0,0,,2020-04-04,3.97,M151,4.82,P6,东北,女,37,1,
E11651,BU-4,产品,审计|PM,0,3,1,AWS,2020-12-02,11.07,M154,3.82,P6,华东,男,30,1,
E11652,BU-4,运营,Java,0,0,0,,2021-08-26,0.1,M128,3.19,P4,华东,女,30,1,
E11653,BU-3,销售,审计|Java|Go|Spark,0,0,0,,2020-01-08,0.39,M134,2.44,P6,西南,女,34,1,
E11654,BU-6,客服,审计,0,0,0,,2021-02-20,5.49,M121,3.28,P3,华南,男,31,1,
E11655,BU-6,客服,Go,0,0,0,,2023-06-10,0.34,M110,3.19,P4,华东,男,44,1,
E11656,BU-3,销售,AI/ML|财务,1,0,0,,2022-06-04,3.66,M105,2.73,P5,西南,女,25,1,
E11657,BU-5,运营,K8s|PM|Spark|审计,0,0,0,,2020-04-05,7.9,M169,3.46,P3,西南,女,37,1,
E11658,BU-4,产品,Spark|Go,0,0,0,,2022-10-05,1.64,M182,2.91,P5,华南,男,22,1,
E11659,BU-2,HR,React,0,0,0,,2022-09-23,1.81,M131,4.06,P4,西南,女,37,1,
E11660,BU-6,财务,运营|财务|PM|审计,0,0,0,,2020-12-28,16.15,M154,3.01,P6,华北,女,31,1,
E11661,BU-6,运营,Spark,0,2,1,ACP,2021-02-22,3.52,M198,3.81,P4,西南,男,22,1,
E11662,BU-6,客服,K8s,0,3,1,AWS,2020-05-23,4.3,M162,4.25,P6,西南,男,48,1,
E11663,BU-1,财务,运营|BD|AI/ML|财务,1,0,0,,2024-11-28,0.2,M140,3.52,P3,华中,男,38,1,
E11664,BU-6,产品,Go|Python,0,0,0,,2020-12-31,0.75,M107,2.96,P4,华北,男,30,0,
E11665,BU-1,运营,Python,0,0,0,,2021-09-16,0.25,M197,3.76,P7,西南,男,36,1,
E11666,BU-3,市场,React|AI/ML|Go|PM,1,0,0,,2020-08-07,1.21,M192,3.35,P3,东北,女,35,1,
E11667,BU-6,销售,PM|运营,0,3,1,CFA,2024-01-22,0.96,M150,3.39,P5,华南,女,41,1,
E11668,BU-3,产品,Java,0,0,0,,2024-08-23,3.58,M124,4.1,P4,西南,女,43,1,
E11669,BU-2,研发,Python,0,0,0,,2021-04-10,9.16,M148,3.51,P5,华东,女,53,1,
E11670,BU-1,运营,Python|PM|React|K8s,0,0,0,,2021-01-31,12.88,M121,3.88,P3,西南,男,31,1,
E11671,BU-1,客服,PM|K8s|AI/ML,1,0,0,,2020-01-08,5.02,M158,4.38,P5,西南,女,37,1,
E11672,BU-1,客服,K8s|财务,0,0,0,,2020-05-30,3.79,M140,3.81,P6,西南,女,28,1,
E11673,BU-2,运营,React|K8s,0,2,1,AWS,2020-06-08,0.18,M155,4.23,P3,华中,男,36,1,
E11674,BU-3,HR,React,0,0,0,,2023-08-01,0.24,M197,3.74,P4,华南,女,34,1,
E11675,BU-1,研发,BD|Spark|Java,0,0,0,,2024-08-19,7.25,M128,3.68,P7,华南,女,36,1,
E11676,BU-5,研发,BD|PM,0,3,1,PMP,2024-09-24,7.23,M103,3.6,P6,西南,男,24,1,
E11677,BU-6,市场,财务,0,0,0,,2023-03-14,1.63,M173,3.2,P3,西南,女,43,1,
E11678,BU-2,运营,Python,0,0,0,,2020-02-22,2.77,M182,2.67,P4,华东,女,34,1,
E11679,BU-5,运营,审计,0,0,0,,2024-03-27,4.8,M145,3.12,P3,华中,女,22,1,
E11680,BU-2,运营,运营|Python,0,0,0,,2023-08-02,5.1,M145,3.47,P7,东北,女,37,1,
E11681,BU-3,销售,PM|审计|BD,0,0,0,,2023-05-25,0.33,M179,3.95,P5,华南,男,36,1,
E11682,BU-4,产品,PM|Go|AI/ML|K8s,1,0,0,,2020-03-19,2.43,M152,4.13,P7,华南,女,37,1,
E11683,BU-3,HR,Go|AI/ML|PM,1,0,0,,2021-09-19,10.56,M130,3.53,P4,华北,女,44,1,
E11684,BU-5,市场,React|运营,0,0,0,,2021-04-24,1.71,M189,3.04,P4,华东,女,30,1,
E11685,BU-2,HR,BD,0,0,0,,2020-10-07,3.92,M113,4.85,P7,东北,男,43,1,
E11686,BU-6,财务,React|Go|Spark,0,0,0,,2022-10-26,16.43,M158,3.13,P3,华中,女,42,1,
E11687,BU-3,研发,PM|审计|Java|K8s,0,0,0,,2023-12-31,6.34,M180,3.05,P7,西南,女,37,1,
E11688,BU-3,财务,财务,0,2,1,CFA,2022-04-18,7.89,M110,3.45,P5,东北,男,33,1,
E11689,BU-4,运营,财务|审计|Python,0,0,0,,2021-09-08,1.8,M163,4.03,P5,华北,女,33,1,
E11690,BU-5,运营,PM|Python|K8s|审计,0,0,0,,2021-04-28,7.61,M108,3.69,P4,东北,女,33,1,
E11691,BU-1,HR,Python|Spark|Go|Java,0,2,1,K8s-CKA,2023-12-25,2.79,M148,3.74,P4,华南,女,30,1,
E11692,BU-6,产品,Java|BD|Go|Spark,0,0,0,,2024-03-09,3.13,M184,3.38,P6,华北,男,35,1,
E11693,BU-5,财务,K8s,0,0,0,,2020-02-11,1.34,M169,2.22,P5,华东,女,31,1,
E11694,BU-2,研发,Python,0,0,0,,2024-04-21,4.08,M163,4.28,P7,华中,男,30,1,
E11695,BU-6,财务,Spark|运营|BD,0,0,0,,2023-06-09,7.5,M199,4.07,P7,西南,女,38,1,
E11696,BU-3,产品,Java|Go,0,2,1,TensorFlow,2022-04-07,1.77,M155,3.66,P6,华南,男,28,1,
E11697,BU-2,运营,PM|React,0,0,0,,2023-08-19,1.03,M176,3.33,P5,华北,女,22,1,
E11698,BU-6,产品,财务|Spark|运营,0,0,0,,2022-05-05,2.58,M120,3.74,P4,华东,女,44,1,
E11699,BU-6,产品,运营|Spark,0,0,0,,2020-08-28,3.72,M107,2.5,P6,华南,男,32,1,
E11700,BU-1,销售,BD|Java|审计|Spark,0,0,0,,2023-06-05,3.02,M160,3.55,P6,华东,男,35,1,
E11701,BU-3,HR,Python,0,0,0,,2021-06-17,0.23,M141,3.54,P6,华东,男,38,1,
E11702,BU-3,产品,Go|Spark|运营,0,0,0,,2020-04-20,3.38,M192,3.36,P7,西南,女,30,1,
E11703,BU-4,财务,审计|Java|Spark,0,1,1,CFA,2024-07-29,1.8,M189,3.19,P6,西南,男,29,1,
E11704,BU-6,市场,财务|React,0,1,1,TensorFlow,2021-05-11,6.44,M125,4.03,P5,华中,男,26,1,
E11705,BU-6,产品,审计|Spark,0,2,1,TensorFlow,2023-05-14,4.58,M158,3.19,P3,华东,女,41,1,
E11706,BU-4,市场,BD,0,3,1,AWS,2021-10-28,2.49,M196,4.22,P6,华中,女,31,1,
E11707,BU-5,财务,财务|React|BD,0,0,0,,2022-02-08,2.61,M187,3.45,P6,华中,男,25,1,
E11708,BU-6,HR,审计|PM|Spark|Python,0,0,0,,2024-11-03,4.82,M194,3.88,P7,华东,女,32,1,
E11709,BU-5,研发,PM,0,0,0,,2022-09-21,4.51,M155,3.09,P6,华北,女,24,1,
E11710,BU-6,研发,React|运营|Go|审计,0,0,0,,2024-08-14,0.69,M174,4.1,P5,华中,男,27,1,
E11711,BU-4,客服,BD|PM,0,0,0,,2020-01-25,2.86,M169,4.2,P6,华北,女,28,1,
E11712,BU-5,运营,财务|Go,0,0,0,,2021-08-25,1.25,M102,2.22,P3,华中,男,35,1,
E11713,BU-4,运营,Go,0,0,0,,2021-01-18,2.09,M119,2.87,P3,华南,女,32,1,
E11714,BU-5,研发,Java|Python|PM,0,0,0,,2021-02-22,4.83,M175,3.51,P7,华东,女,22,1,
E11715,BU-3,客服,React|Go,0,0,0,,2020-06-22,0.4,M198,3.31,P4,华南,男,42,1,
E11716,BU-6,销售,审计|BD|AI/ML|React,1,0,0,,2022-12-15,3.06,M196,2.6,P5,华东,男,38,1,
E11717,BU-1,客服,PM,0,0,0,,2023-01-01,9.01,M197,2.5,P3,西南,女,27,1,
E11718,BU-6,市场,Python|AI/ML|React,1,0,0,,2021-07-07,4.9,M126,2.47,P7,东北,女,29,1,
E11719,BU-3,运营,Spark|React|Java|BD,0,0,0,,2022-08-10,1.93,M134,3.25,P7,东北,男,33,1,
E11720,BU-4,财务,财务|运营|BD,0,0,0,,2021-08-05,2.76,M124,3.05,P6,华南,男,39,1,
E11721,BU-4,运营,AI/ML|Spark|审计,1,0,0,,2020-02-08,1.56,M127,4.22,P5,华北,女,36,1,
E11722,BU-3,客服,Python,0,0,0,,2020-12-05,0.33,M102,3.69,P4,华中,男,45,1,
E11723,BU-4,HR,K8s|Python,0,1,1,TensorFlow,2023-12-02,1.65,M119,3.91,P5,华北,男,47,1,
E11724,BU-3,市场,K8s,0,0,0,,2024-03-23,1.09,M163,2.22,P4,华南,女,27,1,
E11725,BU-4,销售,运营,0,0,0,,2023-09-19,1.0,M177,4.35,P7,东北,男,28,1,
E11726,BU-3,客服,审计|Spark,0,0,0,,2024-05-06,4.7,M113,4.32,P4,东北,女,22,1,
E11727,BU-6,客服,Java|财务|运营,0,0,0,,2024-02-22,1.14,M125,3.54,P3,东北,男,45,1,
E11728,BU-5,销售,运营|BD|Spark|AI/ML,1,0,0,,2024-02-14,0.88,M198,3.31,P6,华北,女,29,1,
E11729,BU-1,销售,Python|K8s,0,0,0,,2024-04-05,0.1,M137,2.58,P4,华南,男,29,1,
E11730,BU-3,财务,BD|运营|Java|Spark,0,0,0,,2023-02-19,1.03,M149,4.0,P5,东北,女,30,1,
E11731,BU-2,HR,审计|AI/ML|BD,1,0,0,,2024-05-11,4.19,M188,3.29,P6,华东,女,29,1,
E11732,BU-1,产品,Go|AI/ML|BD|运营,1,0,0,,2020-02-26,2.32,M126,4.09,P3,华东,男,22,1,
E11733,BU-3,销售,AI/ML|Java,1,0,0,,2022-06-15,1.62,M179,4.56,P5,华南,男,29,1,
E11734,BU-2,HR,运营|Spark|BD|AI/ML,1,0,0,,2022-10-22,2.05,M151,3.6,P5,华东,女,40,1,
E11735,BU-2,市场,React,0,0,0,,2022-04-07,7.31,M118,3.26,P7,东北,女,40,1,
E11736,BU-3,HR,财务|运营|AI/ML|Go,1,0,0,,2024-07-09,3.14,M166,3.75,P7,华南,男,42,1,
E11737,BU-1,市场,Spark|K8s|财务,0,1,1,K8s-CKA,2022-11-14,1.78,M155,3.4,P3,华东,女,24,1,
E11738,BU-3,财务,审计|Java|财务,0,2,1,AWS,2021-05-02,8.94,M134,3.54,P3,东北,女,35,1,
E11739,BU-4,财务,Spark,0,0,0,,2022-08-08,6.9,M191,3.62,P7,华中,男,23,1,
E11740,BU-6,运营,BD|Python,0,0,0,,2022-01-02,1.82,M121,4.6,P4,华东,男,31,1,
E11741,BU-5,产品,BD,0,1,1,CFA,2020-10-12,4.75,M187,4.06,P6,东北,女,39,1,
E11742,BU-1,销售,Spark|审计|BD,0,0,0,,2024-04-26,2.93,M153,3.56,P3,华北,男,33,1,
E11743,BU-3,客服,PM,0,0,0,,2020-01-02,2.7,M158,2.99,P6,华南,女,31,1,
E11744,BU-5,客服,Python|K8s|审计,0,0,0,,2021-12-04,16.07,M159,3.46,P5,华南,女,23,1,
E11745,BU-3,销售,Spark|BD|K8s,0,0,0,,2020-12-19,2.14,M156,3.35,P6,西南,女,30,1,
E11746,BU-2,客服,Go|财务|React|Java,0,0,0,,2020-02-19,6.43,M172,3.55,P3,华南,女,45,1,
E11747,BU-2,销售,React,0,0,0,,2024-07-31,0.91,M105,3.19,P6,华南,男,34,1,
E11748,BU-6,研发,Spark,0,0,0,,2022-01-24,0.4,M160,3.53,P6,华南,女,27,1,
E11749,BU-4,市场,React|PM,0,3,1,ACP,2023-09-02,1.58,M157,3.09,P7,华南,男,33,1,
E11750,BU-5,市场,Go|AI/ML,1,0,0,,2020-03-16,2.95,M111,3.68,P7,东北,男,39,1,
E11751,BU-1,财务,K8s|PM|Go|React,0,0,0,,2022-09-02,1.23,M182,3.39,P5,华中,男,46,1,
E11752,BU-3,市场,Python|Go|PM,0,0,0,,2021-09-20,1.22,M196,3.66,P4,华南,男,41,1,
E11753,BU-5,产品,React|运营|AI/ML,1,0,0,,2024-06-27,1.99,M194,3.53,P7,西南,男,22,1,
E11754,BU-5,市场,Go|BD|审计|K8s,0,1,1,Oracle DBA,2020-08-01,22.58,M167,3.0,P3,华南,女,23,1,
E11755,BU-5,财务,BD|财务,0,0,0,,2020-01-29,9.61,M110,2.94,P7,华中,女,50,1,
E11756,BU-5,HR,Java|PM|AI/ML|Go,1,0,0,,2020-02-07,4.07,M141,4.02,P5,华中,男,40,1,
E11757,BU-3,客服,审计|运营,0,0,0,,2020-05-31,1.73,M188,4.21,P5,华南,女,53,1,
E11758,BU-5,运营,React|AI/ML|财务|BD,1,0,0,,2020-02-07,1.08,M150,3.8,P7,西南,男,27,1,
E11759,BU-3,市场,Python|AI/ML|Spark,1,0,0,,2020-04-09,0.19,M111,4.47,P5,华中,女,32,0,
E11760,BU-4,HR,BD|AI/ML|React|Python,1,0,0,,2020-06-24,0.69,M113,4.04,P7,华中,男,27,1,
E11761,BU-1,产品,Java,0,0,0,,2021-01-19,0.1,M170,4.08,P3,华中,女,32,0,
E11762,BU-4,研发,Java|AI/ML|Python,1,0,0,,2023-12-15,4.81,M116,3.27,P4,西南,女,29,1,
E11763,BU-6,财务,Spark|审计,0,0,0,,2020-02-28,13.0,M154,3.11,P6,华北,女,25,1,
E11764,BU-4,研发,PM|React|Spark|Java,0,0,0,,2020-10-10,3.04,M101,3.41,P3,华北,女,44,1,
E11765,BU-1,市场,K8s|财务,0,0,0,,2021-07-05,1.02,M174,3.4,P6,华北,女,36,1,
E11766,BU-2,客服,React|财务|K8s|审计,0,0,0,,2021-02-04,4.89,M127,3.17,P6,华中,男,35,1,
E11767,BU-1,运营,K8s|Python,0,0,0,,2023-08-08,2.71,M191,1.75,P4,东北,男,27,1,
E11768,BU-5,HR,Spark|BD,0,0,0,,2022-01-09,2.92,M138,3.19,P5,西南,女,43,1,
E11769,BU-5,客服,运营|BD|审计,0,0,0,,2024-02-18,4.04,M101,3.37,P4,华北,男,32,1,
E11770,BU-2,市场,Python,0,0,0,,2023-07-26,0.36,M112,3.34,P6,华东,男,45,1,
E11771,BU-6,运营,Python,0,0,0,,2024-10-21,4.35,M172,3.63,P6,华南,女,40,1,
E11772,BU-3,产品,Java|PM|Go|AI/ML,1,0,0,,2021-08-13,1.56,M140,3.39,P4,西南,男,26,1,
E11773,BU-4,HR,审计,0,0,0,,2021-12-21,2.87,M148,4.26,P5,华南,男,25,1,
E11774,BU-5,市场,AI/ML|Java|PM|Go,1,0,0,,2023-11-24,6.79,M105,2.94,P4,华东,女,33,1,
E11775,BU-6,研发,React|K8s,0,0,0,,2020-06-01,5.61,M156,3.36,P3,华南,男,31,1,
E11776,BU-1,客服,Go|Python|BD,0,0,0,,2023-10-16,11.25,M166,3.06,P5,华东,女,35,1,
E11777,BU-3,客服,审计|Java,0,0,0,,2020-10-20,1.01,M174,3.54,P6,东北,女,35,1,
E11778,BU-2,研发,PM,0,3,1,Oracle DBA,2022-06-19,3.15,M182,3.33,P6,西南,女,25,1,
E11779,BU-5,运营,Spark,0,3,1,AWS,2023-06-01,0.21,M173,3.41,P7,华北,男,35,1,
