voyage_id,ship_id,ship_type,departure_port,arrival_port,departure_time,arrival_time,distance_nm,duration_hours,fuel_consumption_ton,cargo_weight_ton,weather_grade
V50460,SH162,油轮,宁波,上海,2025-02-05 17:00,2025-02-06 00:28,123.7,7.47,6.72,1516.1,C
V50461,SH131,油轮,青岛,深圳,2024-09-21 19:00,2024-09-23 22:35,914.6,51.6,129.89,912.5,A
V50462,SH160,集装箱船,宁波,青岛,2025-05-30 10:00,2025-06-03 03:22,739.3,89.38,42.69,3752.6,A
V50463,SH132,集装箱船,厦门,青岛,2024-05-25 22:00,2024-05-29 22:57,1665.7,96.97,228.22,1832.4,B
V50464,SH205,油轮,青岛,上海,2025-02-06 07:00,2025-02-07 14:02,379.2,31.04,42.31,1546.6,B
V50465,SH138,客船,宁波,广州,2025-08-30 00:00,2025-09-04 21:40,2263.3,141.68,164.71,363.2,D
V50466,SH179,渔船,天津,青岛,2024-12-06 22:00,2024-12-07 16:28,168.5,18.47,14.61,1664.1,B
V50467,SH115,集装箱船,大连,广州,2025-07-09 00:00,2025-07-13 03:39,1544.8,99.65,156.59,397.4,B
V50468,SH188,集装箱船,大连,天津,2025-01-25 07:00,2025-01-28 13:37,767.8,78.62,114.3,574.9,C
V50469,SH202,渔船,厦门,天津,2024-11-16 16:00,2024-11-18 04:12,474.8,36.21,54.21,481.5,B
V50470,SH164,集装箱船,广州,广州,2024-04-17 11:00,2024-04-19 21:57,894.3,58.97,126.27,2704.1,B
V50471,SH137,客船,宁波,厦门,2024-03-05 11:00,2024-03-08 05:15,1060.5,66.25,67.12,1492.1,B
V50472,SH224,渔船,青岛,上海,2024-10-15 00:00,2024-10-17 14:53,778.3,62.9,76.01,4007.7,A
V50473,SH194,集装箱船,天津,青岛,2025-11-04 18:00,2025-11-05 03:36,99.0,9.61,5.76,4055.7,B
V50474,SH110,油轮,天津,天津,2024-08-15 01:00,2024-08-15 20:06,333.2,19.12,45.32,2018.7,D
V50475,SH206,油轮,广州,青岛,2024-11-02 16:00,2024-11-04 10:17,679.6,42.29,85.15,186.3,D
V50476,SH162,集装箱船,大连,厦门,2025-02-19 09:00,2025-02-26 00:32,2353.5,159.55,244.4,1497.6,A
V50477,SH108,渔船,宁波,大连,2025-02-04 11:00,2025-02-06 06:22,643.0,43.38,84.13,1068.0,D
V50478,SH123,集装箱船,天津,青岛,2025-05-09 13:00,2025-05-13 17:51,871.6,100.85,107.21,4944.7,C
V50479,SH200,油轮,大连,天津,2025-01-24 03:00,2025-01-29 17:23,2067.9,134.39,261.3,25.2,B
V50480,SH198,客船,大连,大连,2024-11-08 22:00,2024-11-09 13:15,228.9,15.26,17.08,4074.8,B
V50481,SH148,集装箱船,宁波,广州,2025-11-03 04:00,2025-11-03 23:48,190.6,19.81,18.22,550.9,C
V50482,SH227,集装箱船,大连,厦门,2024-09-18 09:00,2024-09-23 16:31,1702.8,127.52,175.87,1466.6,C
V50483,SH169,客船,广州,厦门,2024-07-17 21:00,2024-07-20 19:37,1164.6,70.62,65.39,3529.7,B
V50484,SH196,渔船,上海,深圳,2025-03-29 11:00,2025-03-31 04:16,417.1,41.27,58.79,3621.1,C
V50485,SH141,集装箱船,大连,深圳,2024-11-01 00:00,2024-11-04 04:40,1058.4,76.67,140.19,1715.8,B
V50486,SH204,散货船,青岛,青岛,2024-07-02 08:00,2024-07-02 19:55,184.5,11.93,23.73,729.7,B
V50487,SH227,客船,厦门,宁波,2024-03-08 14:00,2024-03-13 18:08,1275.1,124.15,124.36,539.2,D
V50488,SH246,客船,深圳,厦门,2025-05-09 22:00,2025-05-19 16:18,3561.9,234.32,465.64,3610.2,C
V50489,SH173,渔船,上海,大连,2024-03-05 07:00,2024-03-06 21:05,320.6,38.09,18.31,464.0,A
V50490,SH241,渔船,天津,宁波,2024-10-22 23:00,2024-10-23 11:55,189.8,12.93,19.25,3835.4,C
V50491,SH168,渔船,大连,上海,2025-11-06 20:00,2025-11-07 00:12,65.1,4.21,6.9,186.8,B
V50492,SH170,散货船,宁波,宁波,2024-02-25 10:00,2024-02-27 13:20,432.8,51.34,39.78,2092.5,C
V50493,SH173,油轮,青岛,天津,2024-08-06 07:00,2024-08-06 13:15,51.6,6.26,5.35,146.2,B
V50494,SH220,客船,深圳,厦门,2024-11-18 13:00,2024-11-19 23:41,382.1,34.68,36.86,7130.8,C
V50495,SH164,客船,宁波,大连,2024-03-12 23:00,2024-03-16 06:38,1400.3,79.64,164.54,539.1,C
V50496,SH201,渔船,广州,天津,2025-03-31 06:00,2025-04-01 20:10,343.9,38.18,43.68,524.8,B
V50497,SH155,散货船,青岛,宁波,2025-04-15 22:00,2025-04-17 22:09,417.5,48.16,24.62,1287.4,D
V50498,SH140,散货船,大连,深圳,2025-10-24 06:00,2025-10-24 13:25,88.4,7.42,7.89,2512.6,B
V50499,SH196,集装箱船,大连,青岛,2024-07-19 19:00,2024-07-20 05:25,102.5,10.42,12.76,77.1,B
